DEPARTAMENTO,PROVINCIA,ANIO,MES,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M
LA LIBERTAD,BOLIVAR,2024,10,16.97,2.44,11.02,74.45,16.43,25.41,10.58,1.25
LA LIBERTAD,BOLIVAR,2024,11,16.42,2.44,11.1,76.38,16.06,25.16,9.26,1.01
LA LIBERTAD,BOLIVAR,2024,12,15.5,1.45,11.57,78.08,16.33,24.53,10.6,1.16
LA LIBERTAD,BOLIVAR,2025,1,15.18,1.85,10.96,76.54,15.89,26.06,10.17,1.08
LA LIBERTAD,BOLIVAR,2025,2,14.39,2.85,11.7,81.37,15.76,25.15,10.56,1.11
LA LIBERTAD,BOLIVAR,2025,3,14.69,2.27,11.56,82.87,15.22,23.33,10.68,0.96
LA LIBERTAD,BOLIVAR,2025,4,14.95,1.59,11.62,82.48,15.41,23.05,10.67,1.1
LA LIBERTAD,BOLIVAR,2025,5,14.87,0.94,10.96,81.3,14.79,22.38,9.41,1.3
LA LIBERTAD,BOLIVAR,2025,6,14.36,2.17,10.51,81.61,14.08,22.0,7.33,1.16
LA LIBERTAD,BOLIVAR,2025,7,17.3,0.43,9.41,77.15,13.35,21.49,4.81,1.32
LA LIBERTAD,BOLIVAR,2025,8,16.98,0.29,10.05,75.11,14.88,23.6,9.02,1.37
LA LIBERTAD,BOLIVAR,2025,9,14.62,1.6,10.52,77.16,15.09,23.91,9.74,1.43
LA LIBERTAD,BOLIVAR,2025,10,16.27,2.95,11.29,82.92,14.87,22.81,9.37,1.2
LA LIBERTAD,BOLIVAR,2025,11,16.84,3.42,11.75,82.47,15.59,24.99,8.41,1.06
LA LIBERTAD,BOLIVAR,2025,12,16.84,0.38,9.97,68.78,16.37,27.67,6.68,0.93
LA LIBERTAD,CHEPEN,2021,1,21.09,0.73,12.67,73.73,21.63,29.4,16.66,2.25
LA LIBERTAD,CHEPEN,2021,2,23.2,0.29,12.39,68.06,22.72,30.92,17.49,2.3
LA LIBERTAD,CHEPEN,2021,3,21.85,1.09,12.32,67.81,22.67,30.52,17.57,2.13
LA LIBERTAD,CHEPEN,2021,4,20.43,0.57,11.98,68.5,21.95,29.46,17.04,2.51
LA LIBERTAD,CHEPEN,2021,5,16.59,0.23,11.0,65.19,21.46,28.77,16.11,2.51
LA LIBERTAD,CHEPEN,2021,6,13.18,0.09,10.82,65.86,21.04,28.36,15.6,2.52
LA LIBERTAD,CHEPEN,2021,7,14.79,0.06,10.05,61.48,21.14,29.41,14.61,2.62
LA LIBERTAD,CHEPEN,2021,8,17.44,0.23,9.98,61.11,21.04,29.25,14.77,2.76
LA LIBERTAD,CHEPEN,2021,9,18.52,0.23,9.94,61.39,20.85,28.95,15.52,2.81
LA LIBERTAD,CHEPEN,2021,10,20.75,1.17,10.97,69.0,20.4,27.52,16.18,2.69
LA LIBERTAD,CHEPEN,2021,11,22.87,0.81,10.62,68.19,20.17,27.85,14.46,2.42
LA LIBERTAD,CHEPEN,2021,12,22.74,1.17,11.66,71.93,20.76,28.78,15.32,2.49
LA LIBERTAD,CHEPEN,2022,1,22.1,0.92,12.04,71.7,21.36,29.44,16.06,2.47
LA LIBERTAD,CHEPEN,2022,2,19.8,1.97,12.36,74.01,21.2,29.85,16.34,2.31
LA LIBERTAD,CHEPEN,2022,3,21.39,1.64,12.6,71.85,21.95,29.86,17.38,2.18
LA LIBERTAD,CHEPEN,2022,4,19.47,1.25,12.29,74.04,21.04,28.77,16.37,2.56
LA LIBERTAD,CHEPEN,2022,5,19.51,0.72,11.32,69.15,20.94,28.14,16.17,2.35
LA LIBERTAD,CHEPEN,2022,6,17.98,0.34,10.23,66.64,19.96,27.53,13.97,2.32
LA LIBERTAD,CHEPEN,2022,7,16.4,0.29,9.77,62.24,20.4,27.74,14.26,2.54
LA LIBERTAD,CHEPEN,2022,8,17.22,0.2,9.7,61.1,20.52,27.61,14.72,2.69
LA LIBERTAD,CHEPEN,2022,9,18.27,0.64,9.98,62.58,20.58,28.31,15.01,2.74
LA LIBERTAD,CHEPEN,2022,10,21.39,0.18,9.1,58.21,20.36,28.03,13.88,2.63
LA LIBERTAD,CHEPEN,2022,11,22.28,0.13,9.9,60.76,20.97,28.5,14.35,2.5
LA LIBERTAD,CHEPEN,2022,12,22.25,0.63,11.58,69.9,21.14,28.83,14.86,2.54
LA LIBERTAD,CHEPEN,2023,1,22.35,4.33,11.96,70.58,21.43,28.74,16.73,2.16
LA LIBERTAD,CHEPEN,2023,2,20.28,1.84,13.88,77.07,22.28,29.37,18.25,2.18
LA LIBERTAD,CHEPEN,2023,3,20.42,2.94,14.36,77.83,22.74,30.08,18.39,2.02
LA LIBERTAD,CHEPEN,2023,4,18.44,1.79,14.92,79.88,22.83,30.21,18.27,1.95
LA LIBERTAD,CHEPEN,2023,5,18.34,0.51,14.02,74.22,23.21,30.56,18.5,2.5
LA LIBERTAD,CHEPEN,2023,6,17.04,0.01,12.62,69.23,22.79,30.27,16.43,2.58
LA LIBERTAD,CHEPEN,2023,7,15.94,0.09,12.0,65.44,22.95,31.07,16.7,2.67
LA LIBERTAD,CHEPEN,2023,8,18.27,0.04,11.69,64.13,22.84,31.25,17.15,2.7
LA LIBERTAD,CHEPEN,2023,9,21.79,0.12,11.64,62.42,23.13,30.62,17.68,2.87
LA LIBERTAD,CHEPEN,2023,10,21.3,0.97,12.17,68.69,22.23,29.89,16.63,2.7
LA LIBERTAD,CHEPEN,2023,11,22.11,0.8,11.88,66.7,22.33,29.65,16.17,2.74
LA LIBERTAD,CHEPEN,2023,12,21.14,2.25,13.3,75.19,22.11,30.31,17.6,2.62
LA LIBERTAD,CHEPEN,2024,1,21.83,0.72,14.38,75.07,23.45,31.46,18.55,2.74
LA LIBERTAD,CHEPEN,2024,2,22.01,1.07,14.7,73.79,24.12,32.52,18.99,2.56
LA LIBERTAD,CHEPEN,2024,3,22.89,0.65,13.68,69.43,23.93,32.03,18.67,2.44
LA LIBERTAD,CHEPEN,2024,4,21.07,0.85,13.17,71.21,22.82,30.97,17.67,2.41
LA LIBERTAD,CHEPEN,2024,5,18.01,0.39,11.77,64.62,22.65,30.28,17.2,2.65
LA LIBERTAD,CHEPEN,2024,6,16.93,0.13,10.59,62.11,21.64,30.01,15.86,2.41
LA LIBERTAD,CHEPEN,2024,7,17.18,0.07,9.99,59.49,21.54,29.05,15.51,2.49
LA LIBERTAD,CHEPEN,2024,8,16.6,0.03,9.88,58.58,21.54,29.37,15.86,2.57
LA LIBERTAD,CHEPEN,2024,9,16.23,0.35,10.09,59.03,21.76,29.49,15.91,2.6
LA LIBERTAD,CHEPEN,2024,10,21.38,0.48,10.99,63.79,21.76,29.69,16.5,2.61
LA LIBERTAD,CHEPEN,2024,11,21.88,0.34,10.77,66.41,20.9,29.01,15.41,2.38
LA LIBERTAD,CHEPEN,2024,12,21.88,1.33,12.32,73.08,21.33,29.56,16.37,2.53
LA LIBERTAD,CHEPEN,2025,1,22.25,1.54,12.88,74.49,21.77,29.54,16.74,2.39
LA LIBERTAD,CHEPEN,2025,2,21.5,2.21,13.87,77.47,22.23,29.51,18.0,2.2
LA LIBERTAD,CHEPEN,2025,3,21.41,2.01,13.64,73.95,22.76,30.92,18.79,2.02
LA LIBERTAD,CHEPEN,2025,4,20.48,1.06,13.14,73.61,22.24,29.94,17.26,2.34
LA LIBERTAD,CHEPEN,2025,5,18.12,0.37,12.15,69.96,21.91,29.34,17.02,2.44
LA LIBERTAD,CHEPEN,2025,6,13.57,3.7,11.95,73.06,20.93,28.67,15.38,2.43
LA LIBERTAD,CHEPEN,2025,7,16.03,0.01,10.79,67.12,20.89,28.52,13.65,2.36
LA LIBERTAD,CHEPEN,2025,8,17.91,0.06,10.56,63.62,21.27,28.81,15.95,2.69
LA LIBERTAD,CHEPEN,2025,9,20.14,0.24,10.43,61.87,21.47,28.92,16.57,2.81
LA LIBERTAD,CHEPEN,2025,10,21.29,1.34,11.5,71.16,20.65,28.59,16.14,2.51
LA LIBERTAD,CHEPEN,2025,11,24.06,1.6,11.82,72.71,20.78,28.39,15.09,2.41
LA LIBERTAD,CHEPEN,2025,12,24.06,0.25,10.53,64.8,21.03,29.27,14.94,2.4
LA LIBERTAD,GRAN CHIMU,2021,1,15.82,1.17,10.97,71.15,18.03,28.1,11.59,1.67
LA LIBERTAD,GRAN CHIMU,2021,2,20.54,0.5,10.5,65.82,18.76,28.93,11.17,1.91
LA LIBERTAD,GRAN CHIMU,2021,3,16.22,1.96,10.59,69.45,17.94,28.04,11.46,1.75
LA LIBERTAD,GRAN CHIMU,2021,4,17.11,0.58,10.64,64.73,19.18,28.43,12.73,1.33
LA LIBERTAD,GRAN CHIMU,2021,5,17.82,0.38,9.67,60.2,19.02,28.76,11.42,1.31
LA LIBERTAD,GRAN CHIMU,2021,6,16.87,0.15,9.14,57.93,18.74,28.39,11.29,1.27
LA LIBERTAD,GRAN CHIMU,2021,7,19.73,0.16,8.12,52.01,19.07,29.29,9.87,1.3
LA LIBERTAD,GRAN CHIMU,2021,8,19.8,0.35,8.35,50.78,19.67,29.4,10.3,1.4
LA LIBERTAD,GRAN CHIMU,2021,9,20.41,0.48,8.84,52.47,19.88,30.57,12.27,1.37
LA LIBERTAD,GRAN CHIMU,2021,10,18.9,1.87,10.23,61.58,19.37,30.01,13.47,1.43
LA LIBERTAD,GRAN CHIMU,2021,11,19.0,1.49,9.34,61.53,17.88,26.6,10.89,1.84
LA LIBERTAD,GRAN CHIMU,2021,12,19.59,1.55,10.5,68.03,18.07,27.35,10.18,1.76
LA LIBERTAD,GRAN CHIMU,2022,1,18.72,1.55,10.39,68.31,17.95,28.76,10.27,1.87
LA LIBERTAD,GRAN CHIMU,2022,2,15.64,3.29,10.91,73.82,17.3,25.96,11.34,1.75
LA LIBERTAD,GRAN CHIMU,2022,3,16.29,2.7,11.4,76.42,17.35,26.43,11.46,1.65
LA LIBERTAD,GRAN CHIMU,2022,4,16.48,1.79,11.44,73.41,18.16,27.64,11.91,1.16
LA LIBERTAD,GRAN CHIMU,2022,5,17.01,1.09,10.34,64.51,18.83,27.97,12.02,1.19
LA LIBERTAD,GRAN CHIMU,2022,6,17.43,0.61,8.83,59.77,17.71,27.25,9.18,1.23
LA LIBERTAD,GRAN CHIMU,2022,7,19.2,0.25,8.55,55.23,18.68,28.09,9.73,1.26
LA LIBERTAD,GRAN CHIMU,2022,8,19.71,0.35,8.47,52.42,19.32,29.05,10.64,1.35
LA LIBERTAD,GRAN CHIMU,2022,9,19.09,1.1,8.94,53.39,19.75,29.82,12.03,1.43
LA LIBERTAD,GRAN CHIMU,2022,10,21.76,0.41,7.9,48.98,19.1,29.37,9.41,1.76
LA LIBERTAD,GRAN CHIMU,2022,11,22.84,0.3,8.44,51.71,19.29,29.37,10.56,1.93
LA LIBERTAD,GRAN CHIMU,2022,12,18.76,1.11,9.96,64.85,18.14,28.15,8.85,1.84
LA LIBERTAD,GRAN CHIMU,2023,1,17.15,7.48,10.39,70.17,17.37,26.53,11.31,1.78
LA LIBERTAD,GRAN CHIMU,2023,2,15.51,3.0,12.2,78.98,17.81,25.93,12.58,1.4
LA LIBERTAD,GRAN CHIMU,2023,3,15.55,2.35,12.07,79.89,17.51,26.96,12.08,1.6
LA LIBERTAD,GRAN CHIMU,2023,4,14.65,1.33,12.36,79.36,18.03,26.45,12.54,1.36
LA LIBERTAD,GRAN CHIMU,2023,5,16.38,0.89,11.76,70.39,19.46,28.8,12.17,1.14
LA LIBERTAD,GRAN CHIMU,2023,6,19.58,0.02,10.02,61.4,19.45,29.05,10.26,1.2
LA LIBERTAD,GRAN CHIMU,2023,7,20.34,0.13,9.52,57.35,19.92,29.86,10.91,1.23
LA LIBERTAD,GRAN CHIMU,2023,8,20.9,0.11,9.25,53.62,20.47,31.07,11.33,1.36
LA LIBERTAD,GRAN CHIMU,2023,9,20.7,0.22,9.73,51.88,21.58,30.99,13.76,1.4
LA LIBERTAD,GRAN CHIMU,2023,10,17.28,1.46,10.81,62.03,20.18,30.38,12.72,1.59
LA LIBERTAD,GRAN CHIMU,2023,11,19.04,1.22,10.37,60.3,19.92,30.38,12.22,1.7
LA LIBERTAD,GRAN CHIMU,2023,12,15.91,3.11,11.98,70.77,19.54,30.76,12.55,1.5
LA LIBERTAD,GRAN CHIMU,2024,1,17.15,0.96,12.3,70.56,20.05,28.95,13.7,1.6
LA LIBERTAD,GRAN CHIMU,2024,2,17.11,1.05,12.24,70.47,20.05,29.96,13.56,1.72
LA LIBERTAD,GRAN CHIMU,2024,3,18.37,1.12,11.63,66.77,20.05,30.2,12.38,1.52
LA LIBERTAD,GRAN CHIMU,2024,4,16.45,1.34,11.74,69.25,19.61,29.22,13.71,1.47
LA LIBERTAD,GRAN CHIMU,2024,5,18.21,0.49,10.68,59.6,20.71,30.3,12.84,1.27
LA LIBERTAD,GRAN CHIMU,2024,6,18.09,0.17,9.21,54.53,19.9,31.04,12.17,1.33
LA LIBERTAD,GRAN CHIMU,2024,7,20.34,0.07,8.39,50.68,20.01,30.63,10.9,1.31
LA LIBERTAD,GRAN CHIMU,2024,8,19.95,0.04,8.18,47.15,20.52,30.02,12.41,1.41
LA LIBERTAD,GRAN CHIMU,2024,9,18.16,0.52,8.59,47.37,21.31,31.38,12.9,1.37
LA LIBERTAD,GRAN CHIMU,2024,10,20.05,0.8,9.93,56.5,20.31,30.05,12.69,1.63
LA LIBERTAD,GRAN CHIMU,2024,11,20.8,0.71,9.33,59.63,18.43,28.96,10.74,1.98
LA LIBERTAD,GRAN CHIMU,2024,12,16.36,2.09,11.0,69.07,18.6,28.3,11.77,1.78
LA LIBERTAD,GRAN CHIMU,2025,1,16.2,2.42,11.13,72.43,18.01,28.68,11.27,1.73
LA LIBERTAD,GRAN CHIMU,2025,2,14.36,3.33,12.03,78.31,17.8,27.33,12.36,1.74
LA LIBERTAD,GRAN CHIMU,2025,3,15.74,2.65,11.93,76.53,18.07,27.35,11.93,1.54
LA LIBERTAD,GRAN CHIMU,2025,4,15.98,1.5,11.88,73.56,18.73,28.35,12.94,1.31
LA LIBERTAD,GRAN CHIMU,2025,5,17.31,0.44,10.55,64.15,19.32,28.65,11.72,1.2
LA LIBERTAD,GRAN CHIMU,2025,6,16.54,4.49,10.31,67.74,18.05,27.92,9.46,1.12
LA LIBERTAD,GRAN CHIMU,2025,7,20.06,0.04,8.82,58.74,18.33,28.6,7.58,1.23
LA LIBERTAD,GRAN CHIMU,2025,8,20.29,0.11,9.1,55.15,19.65,29.47,11.71,1.33
LA LIBERTAD,GRAN CHIMU,2025,9,19.24,0.47,9.41,54.08,20.36,29.75,12.96,1.35
LA LIBERTAD,GRAN CHIMU,2025,10,18.33,1.81,10.29,62.69,19.15,29.29,11.73,1.5
LA LIBERTAD,GRAN CHIMU,2025,11,18.5,2.23,10.48,65.64,18.71,28.1,11.03,1.65
LA LIBERTAD,GRAN CHIMU,2025,12,18.5,0.42,8.39,57.23,17.7,28.31,9.04,2.03
LA LIBERTAD,OTUZCO,2021,1,15.82,0.71,10.99,74.36,17.34,26.63,12.18,2.04
LA LIBERTAD,OTUZCO,2021,2,20.54,0.26,10.51,67.46,18.34,26.87,12.85,2.26
LA LIBERTAD,OTUZCO,2021,3,16.22,1.05,10.79,72.36,17.53,26.0,12.15,2.06
LA LIBERTAD,OTUZCO,2021,4,17.11,0.33,10.53,67.83,18.27,26.74,13.22,2.12
LA LIBERTAD,OTUZCO,2021,5,17.82,0.21,9.49,62.01,18.21,27.25,11.62,2.09
LA LIBERTAD,OTUZCO,2021,6,16.87,0.08,9.1,60.64,17.89,26.67,11.22,1.99
LA LIBERTAD,OTUZCO,2021,7,19.73,0.1,8.31,56.69,17.88,27.02,9.75,2.09
LA LIBERTAD,OTUZCO,2021,8,19.8,0.18,8.45,56.02,18.14,27.32,9.94,2.21
LA LIBERTAD,OTUZCO,2021,9,20.41,0.27,8.78,56.88,18.36,27.18,11.94,2.32
LA LIBERTAD,OTUZCO,2021,10,18.9,0.97,9.84,64.21,18.03,27.38,12.7,2.26
LA LIBERTAD,OTUZCO,2021,11,19.0,0.77,8.92,61.74,17.23,25.32,11.56,2.4
LA LIBERTAD,OTUZCO,2021,12,19.59,0.9,10.15,68.78,17.45,25.54,11.53,2.32
LA LIBERTAD,OTUZCO,2022,1,18.72,0.8,10.45,71.58,17.31,26.89,11.32,2.41
LA LIBERTAD,OTUZCO,2022,2,15.64,1.69,10.75,75.3,16.83,25.17,11.63,2.3
LA LIBERTAD,OTUZCO,2022,3,16.29,1.44,11.03,74.23,17.42,25.27,12.66,2.11
LA LIBERTAD,OTUZCO,2022,4,16.48,1.17,10.81,72.49,17.56,26.23,12.52,2.06
LA LIBERTAD,OTUZCO,2022,5,17.01,0.61,9.83,64.11,18.1,26.2,11.5,1.91
LA LIBERTAD,OTUZCO,2022,6,17.43,0.31,8.56,61.38,16.75,24.71,8.53,1.96
LA LIBERTAD,OTUZCO,2022,7,19.2,0.13,8.1,55.09,17.8,26.36,9.51,2.04
LA LIBERTAD,OTUZCO,2022,8,19.71,0.18,8.15,53.91,18.1,26.31,10.41,2.22
LA LIBERTAD,OTUZCO,2022,9,19.09,0.55,8.58,56.05,18.2,27.19,12.15,2.28
LA LIBERTAD,OTUZCO,2022,10,21.76,0.23,7.46,49.09,18.07,26.68,11.52,2.51
LA LIBERTAD,OTUZCO,2022,11,22.84,0.18,8.66,57.16,17.93,26.55,11.11,2.44
LA LIBERTAD,OTUZCO,2022,12,18.76,0.55,10.15,70.05,17.16,26.13,10.85,2.36
LA LIBERTAD,OTUZCO,2023,1,17.15,3.79,10.31,71.41,17.02,24.98,12.36,2.13
LA LIBERTAD,OTUZCO,2023,2,15.51,1.57,11.89,78.46,17.67,25.77,13.14,2.08
LA LIBERTAD,OTUZCO,2023,3,15.55,1.34,11.94,79.33,17.61,25.93,13.13,2.0
LA LIBERTAD,OTUZCO,2023,4,14.65,0.71,12.53,81.37,17.93,26.21,12.76,2.11
LA LIBERTAD,OTUZCO,2023,5,16.38,0.44,11.78,72.64,19.04,27.64,12.96,2.06
LA LIBERTAD,OTUZCO,2023,6,19.58,0.01,10.56,67.95,18.55,27.1,10.78,2.07
LA LIBERTAD,OTUZCO,2023,7,20.34,0.07,9.75,61.67,19.01,28.28,11.38,2.11
LA LIBERTAD,OTUZCO,2023,8,20.9,0.07,9.7,60.35,19.09,28.68,11.34,2.23
LA LIBERTAD,OTUZCO,2023,9,20.7,0.11,10.14,59.68,19.83,28.36,13.23,2.25
LA LIBERTAD,OTUZCO,2023,10,17.28,0.74,10.93,67.56,18.92,28.02,13.0,2.29
LA LIBERTAD,OTUZCO,2023,11,19.04,0.61,10.36,63.85,18.93,27.45,12.53,2.36
LA LIBERTAD,OTUZCO,2023,12,15.91,1.74,11.85,74.4,18.64,28.78,13.68,2.21
LA LIBERTAD,OTUZCO,2024,1,17.15,0.48,12.36,75.24,19.15,28.24,13.91,2.4
LA LIBERTAD,OTUZCO,2024,2,17.11,0.53,12.64,75.67,19.44,28.35,13.71,2.45
LA LIBERTAD,OTUZCO,2024,3,18.37,0.62,11.84,71.08,19.33,28.74,13.71,2.23
LA LIBERTAD,OTUZCO,2024,4,16.45,0.68,11.79,73.47,18.69,27.4,14.26,2.18
LA LIBERTAD,OTUZCO,2024,5,18.21,0.25,10.34,61.49,19.6,27.97,12.6,2.13
LA LIBERTAD,OTUZCO,2024,6,18.09,0.09,9.01,56.8,18.77,28.58,11.81,2.02
LA LIBERTAD,OTUZCO,2024,7,20.34,0.05,8.36,54.12,18.65,27.9,9.45,2.0
LA LIBERTAD,OTUZCO,2024,8,19.95,0.02,8.27,52.18,18.78,27.64,11.88,2.13
LA LIBERTAD,OTUZCO,2024,9,18.16,0.33,8.75,53.22,19.44,28.67,12.12,2.14
LA LIBERTAD,OTUZCO,2024,10,20.05,0.43,9.59,58.98,19.05,27.75,13.12,2.29
LA LIBERTAD,OTUZCO,2024,11,20.8,0.51,9.51,63.41,17.77,26.52,11.2,2.29
LA LIBERTAD,OTUZCO,2024,12,16.36,1.25,11.0,73.42,17.63,25.98,12.44,2.29
LA LIBERTAD,OTUZCO,2025,1,16.2,1.39,11.12,74.71,17.53,26.65,12.24,2.3
LA LIBERTAD,OTUZCO,2025,2,14.36,2.26,11.95,79.12,17.62,25.81,13.21,2.19
LA LIBERTAD,OTUZCO,2025,3,15.74,2.58,11.69,75.73,18.02,26.25,13.12,2.0
LA LIBERTAD,OTUZCO,2025,4,15.98,0.92,11.79,76.22,18.1,26.81,12.31,1.95
LA LIBERTAD,OTUZCO,2025,5,17.31,0.32,10.81,69.41,18.38,26.65,12.3,1.94
LA LIBERTAD,OTUZCO,2025,6,16.54,3.61,10.25,70.68,17.35,26.01,9.42,1.87
LA LIBERTAD,OTUZCO,2025,7,20.06,0.03,9.0,63.01,17.44,26.55,7.45,1.89
LA LIBERTAD,OTUZCO,2025,8,20.29,0.05,9.38,61.76,18.18,26.83,11.46,2.11
LA LIBERTAD,OTUZCO,2025,9,19.24,0.31,9.37,58.74,18.83,27.25,12.54,2.2
LA LIBERTAD,OTUZCO,2025,10,18.33,1.28,10.17,67.17,17.83,26.42,12.28,2.19
LA LIBERTAD,OTUZCO,2025,11,18.5,1.13,10.05,66.57,17.82,25.93,11.84,2.2
LA LIBERTAD,OTUZCO,2025,12,18.5,0.2,8.09,55.51,17.54,27.02,10.5,2.54
LA LIBERTAD,PATAZ,2021,1,15.43,1.12,8.74,77.48,10.17,19.02,2.12,2.18
LA LIBERTAD,PATAZ,2021,2,18.89,0.68,8.23,70.4,11.06,21.51,2.26,2.11
LA LIBERTAD,PATAZ,2021,3,15.63,2.26,8.51,77.8,9.79,20.32,2.57,1.85
LA LIBERTAD,PATAZ,2021,4,16.64,1.52,8.99,78.9,10.46,18.72,3.42,2.06
LA LIBERTAD,PATAZ,2021,5,16.85,0.59,8.51,76.85,10.17,19.03,1.89,2.45
LA LIBERTAD,PATAZ,2021,6,16.34,0.53,8.22,77.18,9.58,17.99,2.3,2.27
LA LIBERTAD,PATAZ,2021,7,18.91,0.5,7.36,73.53,8.97,18.46,-0.5,3.17
LA LIBERTAD,PATAZ,2021,8,17.95,0.35,7.69,71.94,9.91,19.57,0.06,3.25
LA LIBERTAD,PATAZ,2021,9,17.73,0.93,8.19,73.82,10.35,19.51,3.03,3.57
LA LIBERTAD,PATAZ,2021,10,18.04,0.98,8.75,72.3,11.63,22.12,3.67,2.87
LA LIBERTAD,PATAZ,2021,11,16.34,1.37,7.98,71.31,10.39,22.32,2.36,1.7
LA LIBERTAD,PATAZ,2021,12,18.27,2.18,8.73,74.71,10.94,22.09,2.39,1.85
LA LIBERTAD,PATAZ,2022,1,18.1,0.89,8.3,74.23,10.3,21.08,2.75,2.3
LA LIBERTAD,PATAZ,2022,2,15.45,2.08,8.68,76.42,10.41,20.93,1.97,2.06
LA LIBERTAD,PATAZ,2022,3,14.66,2.44,8.87,79.24,10.04,18.71,2.66,1.82
LA LIBERTAD,PATAZ,2022,4,16.64,0.96,8.87,78.79,10.27,19.75,2.87,2.49
LA LIBERTAD,PATAZ,2022,5,16.46,1.44,8.68,76.79,10.55,19.72,3.16,2.14
LA LIBERTAD,PATAZ,2022,6,17.42,0.65,7.48,74.83,8.83,18.75,-1.58,2.22
LA LIBERTAD,PATAZ,2022,7,18.71,0.49,7.66,73.51,9.49,20.0,0.04,3.07
LA LIBERTAD,PATAZ,2022,8,18.61,0.48,7.69,72.28,9.85,19.46,-0.4,3.09
LA LIBERTAD,PATAZ,2022,9,17.46,0.71,8.09,71.55,10.74,19.99,2.47,2.93
LA LIBERTAD,PATAZ,2022,10,19.1,0.72,7.74,67.56,11.05,22.92,1.97,2.23
LA LIBERTAD,PATAZ,2022,11,20.68,0.89,7.74,65.9,11.39,23.0,2.21,2.63
LA LIBERTAD,PATAZ,2022,12,17.81,1.53,8.06,71.71,10.38,21.59,1.05,2.21
LA LIBERTAD,PATAZ,2023,1,15.79,2.03,8.31,74.01,10.27,20.04,2.47,1.85
LA LIBERTAD,PATAZ,2023,2,16.37,1.54,8.89,76.69,10.71,19.2,2.96,2.27
LA LIBERTAD,PATAZ,2023,3,15.25,3.09,8.6,80.09,9.43,19.82,2.28,1.92
LA LIBERTAD,PATAZ,2023,4,15.9,0.88,9.17,80.86,10.25,18.82,2.64,1.96
LA LIBERTAD,PATAZ,2023,5,16.06,0.46,9.12,77.67,10.99,20.31,4.06,2.18
LA LIBERTAD,PATAZ,2023,6,19.38,0.23,8.06,73.6,10.29,18.98,0.31,2.7
LA LIBERTAD,PATAZ,2023,7,20.28,0.07,8.09,72.41,10.71,20.9,2.64,3.15
LA LIBERTAD,PATAZ,2023,8,20.23,0.31,8.01,70.64,10.95,21.37,1.77,3.13
LA LIBERTAD,PATAZ,2023,9,16.75,0.28,8.65,71.53,11.66,21.68,3.02,3.37
LA LIBERTAD,PATAZ,2023,10,15.59,0.33,9.1,70.6,12.57,21.77,3.29,3.2
LA LIBERTAD,PATAZ,2023,11,16.32,0.57,8.79,68.09,12.55,22.54,3.68,2.6
LA LIBERTAD,PATAZ,2023,12,15.16,3.01,9.63,77.79,11.63,21.49,3.28,2.36
LA LIBERTAD,PATAZ,2024,1,16.55,0.41,9.57,75.21,12.17,22.09,3.23,2.4
LA LIBERTAD,PATAZ,2024,2,17.43,0.73,9.31,73.86,12.12,22.62,2.37,2.66
LA LIBERTAD,PATAZ,2024,3,16.27,1.07,9.41,76.54,11.64,22.37,3.7,2.07
LA LIBERTAD,PATAZ,2024,4,15.94,0.54,9.77,76.39,12.28,22.09,4.73,2.39
LA LIBERTAD,PATAZ,2024,5,17.84,0.55,9.29,74.88,12.0,21.01,2.5,2.52
LA LIBERTAD,PATAZ,2024,6,17.31,0.3,8.26,71.59,11.19,21.22,0.68,2.6
LA LIBERTAD,PATAZ,2024,7,19.08,0.54,7.83,72.2,10.19,20.71,-2.33,3.33
LA LIBERTAD,PATAZ,2024,8,17.99,0.1,8.05,70.33,11.01,21.12,1.68,3.34
LA LIBERTAD,PATAZ,2024,9,15.31,0.92,8.35,70.17,11.61,21.82,3.75,3.75
LA LIBERTAD,PATAZ,2024,10,17.63,1.22,8.78,72.57,11.5,20.98,2.9,2.82
LA LIBERTAD,PATAZ,2024,11,16.86,2.9,8.63,72.93,11.16,22.61,1.97,1.88
LA LIBERTAD,PATAZ,2024,12,16.13,3.44,9.69,81.04,11.0,19.01,2.76,2.15
LA LIBERTAD,PATAZ,2025,1,15.63,2.38,8.94,79.31,10.2,20.09,2.15,2.04
LA LIBERTAD,PATAZ,2025,2,14.69,5.05,9.25,82.93,9.84,18.12,1.97,1.96
LA LIBERTAD,PATAZ,2025,3,14.42,4.55,9.34,84.47,9.68,17.29,2.3,1.7
LA LIBERTAD,PATAZ,2025,4,15.25,2.69,9.85,85.76,10.27,17.24,2.7,1.9
LA LIBERTAD,PATAZ,2025,5,15.97,2.12,9.3,84.31,9.74,17.15,3.3,2.54
LA LIBERTAD,PATAZ,2025,6,15.83,3.15,8.59,83.46,8.72,17.07,-1.6,2.39
LA LIBERTAD,PATAZ,2025,7,19.07,0.18,7.57,78.64,7.95,16.61,-3.57,2.95
LA LIBERTAD,PATAZ,2025,8,18.78,0.18,8.3,77.08,9.8,18.48,2.43,3.01
LA LIBERTAD,PATAZ,2025,9,16.26,1.27,8.76,76.28,10.7,19.46,5.43,3.51
LA LIBERTAD,PATAZ,2025,10,16.71,3.81,9.05,80.86,10.05,18.26,2.2,2.46
LA LIBERTAD,PATAZ,2025,11,17.64,1.28,9.26,79.26,10.78,21.15,2.92,2.04
