DEPARTAMENTO,PROVINCIA,ANIO,MES,ALLSKY_SFC_SW_DWN,PRECTOTCORR,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,WS2M
CAJAMARCA,SAN MARCOS,2025,4,15.98,1.56,10.93,81.72,13.8,21.79,8.04,1.32
CAJAMARCA,SAN MARCOS,2025,5,17.31,0.61,9.84,75.6,13.69,21.87,5.67,1.77
CAJAMARCA,SAN MARCOS,2025,6,16.54,3.57,9.34,77.73,12.36,20.94,3.03,1.8
CAJAMARCA,SAN MARCOS,2025,7,20.06,0.2,8.2,72.27,11.84,22.13,-0.19,2.28
CAJAMARCA,SAN MARCOS,2025,8,20.29,0.15,8.74,68.08,13.96,23.93,5.02,2.13
CAJAMARCA,SAN MARCOS,2025,9,19.24,1.01,9.29,69.42,14.42,24.4,7.34,2.25
CAJAMARCA,SAN MARCOS,2025,10,18.33,2.63,9.89,74.5,13.96,23.39,7.16,1.62
CAJAMARCA,SAN MARCOS,2025,11,18.5,2.86,10.3,75.72,14.28,24.49,6.96,1.38
CAJAMARCA,SAN MARCOS,2025,12,18.5,0.44,7.56,56.5,14.61,26.04,3.77,1.52
CAJAMARCA,SAN MIGUEL,2021,1,14.99,1.26,10.27,78.03,13.95,22.61,7.17,1.48
CAJAMARCA,SAN MIGUEL,2021,2,18.13,0.61,9.81,72.65,14.55,23.45,6.99,1.74
CAJAMARCA,SAN MIGUEL,2021,3,15.37,2.22,9.76,76.05,13.64,22.53,6.21,1.57
CAJAMARCA,SAN MIGUEL,2021,4,15.81,0.69,10.16,73.93,14.75,23.77,9.77,1.25
CAJAMARCA,SAN MIGUEL,2021,5,15.67,0.39,9.23,68.4,14.64,23.37,8.26,1.62
CAJAMARCA,SAN MIGUEL,2021,6,14.41,0.19,8.82,67.17,14.29,22.96,7.4,1.69
CAJAMARCA,SAN MIGUEL,2021,7,16.88,0.16,7.85,61.53,14.23,24.09,5.72,2.28
CAJAMARCA,SAN MIGUEL,2021,8,16.6,0.42,8.2,60.86,14.96,24.21,5.54,2.1
CAJAMARCA,SAN MIGUEL,2021,9,17.47,0.55,8.62,63.24,15.0,25.49,8.59,2.17
CAJAMARCA,SAN MIGUEL,2021,10,16.85,2.16,10.07,71.08,15.3,24.69,10.23,1.45
CAJAMARCA,SAN MIGUEL,2021,11,17.34,1.69,9.19,68.98,14.37,23.66,5.85,1.53
CAJAMARCA,SAN MIGUEL,2021,12,17.44,1.85,10.06,75.12,14.31,23.33,6.09,1.51
CAJAMARCA,SAN MIGUEL,2022,1,18.12,1.78,9.46,72.94,13.91,24.0,4.83,1.71
CAJAMARCA,SAN MIGUEL,2022,2,14.42,3.89,10.12,78.82,13.58,21.84,5.84,1.32
CAJAMARCA,SAN MIGUEL,2022,3,15.94,3.15,10.38,81.07,13.42,21.36,6.49,1.41
CAJAMARCA,SAN MIGUEL,2022,4,14.62,2.21,10.61,80.29,13.93,21.86,8.83,1.34
CAJAMARCA,SAN MIGUEL,2022,5,14.57,1.2,10.07,75.26,14.3,22.46,8.88,1.31
CAJAMARCA,SAN MIGUEL,2022,6,15.84,0.66,8.75,70.8,13.25,21.75,4.85,1.48
CAJAMARCA,SAN MIGUEL,2022,7,15.94,0.28,8.42,65.28,14.14,23.65,5.04,2.05
CAJAMARCA,SAN MIGUEL,2022,8,16.88,0.39,8.3,62.29,14.72,23.98,5.63,2.02
CAJAMARCA,SAN MIGUEL,2022,9,17.33,1.31,8.89,63.75,15.36,25.21,8.74,1.75
CAJAMARCA,SAN MIGUEL,2022,10,19.15,0.45,8.14,58.75,15.22,25.53,6.08,1.62
CAJAMARCA,SAN MIGUEL,2022,11,19.73,0.29,8.19,58.25,15.52,25.0,7.26,1.75
CAJAMARCA,SAN MIGUEL,2022,12,17.77,1.27,9.06,69.47,14.11,24.47,4.42,1.74
CAJAMARCA,SAN MIGUEL,2023,1,16.59,8.62,9.53,74.53,13.63,23.01,6.73,1.44
CAJAMARCA,SAN MIGUEL,2023,2,13.38,3.53,10.93,83.24,13.75,21.14,7.5,1.34
CAJAMARCA,SAN MIGUEL,2023,3,15.65,3.12,10.7,83.92,13.32,21.29,6.6,1.64
CAJAMARCA,SAN MIGUEL,2023,4,14.37,1.58,10.96,84.2,13.63,20.62,7.99,1.18
CAJAMARCA,SAN MIGUEL,2023,5,14.58,1.02,10.9,79.55,14.61,21.98,9.05,1.41
CAJAMARCA,SAN MIGUEL,2023,6,16.09,0.02,9.46,72.12,14.23,22.46,5.79,1.91
CAJAMARCA,SAN MIGUEL,2023,7,17.04,0.14,9.09,66.56,15.08,24.27,7.11,2.16
CAJAMARCA,SAN MIGUEL,2023,8,17.73,0.11,8.86,63.02,15.66,25.23,7.97,2.05
CAJAMARCA,SAN MIGUEL,2023,9,17.27,0.25,9.36,62.53,16.48,25.11,9.54,2.11
CAJAMARCA,SAN MIGUEL,2023,10,16.71,1.69,10.28,69.85,15.96,25.43,8.77,1.7
CAJAMARCA,SAN MIGUEL,2023,11,17.33,1.5,9.93,67.85,15.85,25.42,6.87,1.67
CAJAMARCA,SAN MIGUEL,2023,12,13.75,3.8,11.2,78.16,15.3,24.14,9.01,1.4
CAJAMARCA,SAN MIGUEL,2024,1,14.94,1.15,11.38,78.22,15.59,24.38,9.91,1.55
CAJAMARCA,SAN MIGUEL,2024,2,16.1,1.25,11.0,76.68,15.43,24.28,8.31,1.78
CAJAMARCA,SAN MIGUEL,2024,3,16.04,1.27,10.71,74.37,15.44,25.26,7.24,1.51
CAJAMARCA,SAN MIGUEL,2024,4,14.5,1.53,11.13,76.93,15.47,24.16,10.25,1.17
CAJAMARCA,SAN MIGUEL,2024,5,15.67,0.62,10.35,68.89,16.33,25.03,9.48,1.39
CAJAMARCA,SAN MIGUEL,2024,6,15.76,0.29,9.02,63.99,15.58,25.79,7.07,1.67
CAJAMARCA,SAN MIGUEL,2024,7,16.97,0.16,8.27,60.16,15.41,25.35,7.18,2.42
CAJAMARCA,SAN MIGUEL,2024,8,16.75,0.07,8.4,58.63,15.97,25.57,7.61,2.14
CAJAMARCA,SAN MIGUEL,2024,9,15.67,0.64,8.47,57.25,16.66,27.4,9.02,2.08
CAJAMARCA,SAN MIGUEL,2024,10,16.93,0.97,9.69,65.62,16.06,25.24,9.08,1.67
CAJAMARCA,SAN MIGUEL,2024,11,19.1,0.77,8.59,62.7,15.05,24.87,6.85,1.82
CAJAMARCA,SAN MIGUEL,2024,12,14.95,2.37,10.41,74.52,15.01,24.32,6.94,1.4
CAJAMARCA,SAN MIGUEL,2025,1,15.48,2.78,10.26,77.34,14.15,22.89,6.33,1.5
CAJAMARCA,SAN MIGUEL,2025,2,14.52,3.62,10.93,82.64,13.92,21.83,6.64,1.35
CAJAMARCA,SAN MIGUEL,2025,3,15.02,2.82,10.77,81.31,13.96,21.56,8.18,1.31
CAJAMARCA,SAN MIGUEL,2025,4,15.2,1.66,11.0,80.3,14.51,22.1,9.84,1.18
CAJAMARCA,SAN MIGUEL,2025,5,15.06,0.5,10.02,74.28,14.5,22.43,8.35,1.61
CAJAMARCA,SAN MIGUEL,2025,6,14.27,4.26,9.64,76.26,13.5,21.55,6.11,1.89
CAJAMARCA,SAN MIGUEL,2025,7,17.73,0.05,8.32,67.45,13.51,22.99,3.16,2.52
CAJAMARCA,SAN MIGUEL,2025,8,16.43,0.12,8.8,64.81,14.98,24.15,8.4,2.11
CAJAMARCA,SAN MIGUEL,2025,9,15.26,0.5,9.09,64.17,15.51,24.28,9.33,2.04
CAJAMARCA,SAN MIGUEL,2025,10,16.7,2.47,9.97,72.39,14.8,24.76,6.49,1.43
CAJAMARCA,SAN MIGUEL,2025,11,16.19,3.04,10.54,76.48,14.72,23.17,7.12,1.27
CAJAMARCA,SAN MIGUEL,2025,12,16.19,0.49,8.14,63.4,14.0,23.8,4.54,1.78
CAJAMARCA,SANTA CRUZ,2021,1,14.99,0.98,11.05,79.58,15.34,23.92,9.64,1.9
CAJAMARCA,SANTA CRUZ,2021,2,18.13,0.57,10.8,74.92,16.18,25.92,8.52,1.86
CAJAMARCA,SANTA CRUZ,2021,3,15.37,1.72,10.64,78.67,14.99,24.06,7.91,1.68
CAJAMARCA,SANTA CRUZ,2021,4,15.81,0.6,11.23,78.12,16.02,24.57,10.31,1.86
CAJAMARCA,SANTA CRUZ,2021,5,15.67,0.27,10.36,73.81,15.92,26.22,8.33,1.9
CAJAMARCA,SANTA CRUZ,2021,6,14.41,0.2,9.89,72.25,15.62,25.3,8.16,2.06
CAJAMARCA,SANTA CRUZ,2021,7,16.88,0.11,8.77,66.35,15.57,26.37,6.15,2.43
CAJAMARCA,SANTA CRUZ,2021,8,16.6,0.33,9.31,65.48,16.51,26.89,6.71,2.44
CAJAMARCA,SANTA CRUZ,2021,9,17.47,0.5,9.85,68.67,16.42,28.02,8.66,2.47
CAJAMARCA,SANTA CRUZ,2021,10,16.85,1.62,11.32,76.67,16.45,26.85,11.34,2.03
CAJAMARCA,SANTA CRUZ,2021,11,17.34,1.26,10.32,74.06,15.57,25.48,9.82,1.75
CAJAMARCA,SANTA CRUZ,2021,12,17.44,1.62,11.02,77.35,15.81,24.74,7.92,1.81
CAJAMARCA,SANTA CRUZ,2022,1,18.12,1.3,10.27,74.06,15.58,25.49,6.3,1.96
CAJAMARCA,SANTA CRUZ,2022,2,14.42,3.07,10.9,80.3,15.02,24.83,6.96,1.66
CAJAMARCA,SANTA CRUZ,2022,3,15.94,2.45,11.06,82.12,14.8,22.71,8.85,1.6
CAJAMARCA,SANTA CRUZ,2022,4,14.62,1.88,11.47,82.23,15.39,23.87,9.7,1.74
CAJAMARCA,SANTA CRUZ,2022,5,14.57,0.9,10.89,77.85,15.66,24.91,9.53,1.88
CAJAMARCA,SANTA CRUZ,2022,6,15.84,0.47,9.67,74.62,14.7,24.83,6.72,1.82
CAJAMARCA,SANTA CRUZ,2022,7,15.94,0.23,9.62,71.11,15.6,25.61,7.06,2.21
CAJAMARCA,SANTA CRUZ,2022,8,16.88,0.28,9.23,66.2,16.21,26.76,6.58,2.39
CAJAMARCA,SANTA CRUZ,2022,9,17.33,1.06,9.93,68.26,16.67,27.28,8.68,2.31
CAJAMARCA,SANTA CRUZ,2022,10,19.15,0.34,9.69,67.15,16.43,27.57,8.71,1.94
CAJAMARCA,SANTA CRUZ,2022,11,19.73,0.21,9.33,62.73,17.01,27.94,9.06,1.99
CAJAMARCA,SANTA CRUZ,2022,12,17.77,0.91,9.88,71.01,15.75,26.81,6.23,2.0
CAJAMARCA,SANTA CRUZ,2023,1,16.59,6.15,10.38,77.74,14.86,25.4,9.17,1.67
CAJAMARCA,SANTA CRUZ,2023,2,13.38,2.8,11.48,83.53,15.08,22.18,9.24,1.73
CAJAMARCA,SANTA CRUZ,2023,3,15.65,3.39,11.42,82.94,15.16,23.66,7.59,1.69
CAJAMARCA,SANTA CRUZ,2023,4,14.37,1.34,11.69,84.24,15.24,23.23,9.63,1.45
CAJAMARCA,SANTA CRUZ,2023,5,14.58,0.74,11.69,79.96,16.25,24.39,9.34,1.8
CAJAMARCA,SANTA CRUZ,2023,6,16.09,0.02,10.28,73.74,15.92,25.33,6.2,2.13
CAJAMARCA,SANTA CRUZ,2023,7,17.04,0.09,10.14,70.62,16.52,26.49,7.97,2.3
CAJAMARCA,SANTA CRUZ,2023,8,17.73,0.08,9.95,66.67,17.26,27.42,8.07,2.31
CAJAMARCA,SANTA CRUZ,2023,9,17.27,0.17,10.27,65.04,17.99,27.86,10.57,2.55
CAJAMARCA,SANTA CRUZ,2023,10,16.71,1.21,11.21,73.06,17.15,26.71,9.77,2.06
CAJAMARCA,SANTA CRUZ,2023,11,17.33,1.16,10.93,71.36,17.16,27.64,9.06,2.12
CAJAMARCA,SANTA CRUZ,2023,12,13.75,3.03,12.12,79.93,16.75,26.02,11.58,1.93
CAJAMARCA,SANTA CRUZ,2024,1,14.94,0.93,12.11,78.73,17.06,26.28,11.29,2.05
CAJAMARCA,SANTA CRUZ,2024,2,16.1,1.01,11.74,76.29,17.23,26.51,9.48,2.14
CAJAMARCA,SANTA CRUZ,2024,3,16.04,0.89,11.56,75.18,17.17,27.61,9.52,1.86
CAJAMARCA,SANTA CRUZ,2024,4,14.5,1.06,12.11,79.35,16.9,25.53,11.84,1.65
CAJAMARCA,SANTA CRUZ,2024,5,15.67,0.52,11.53,73.33,17.74,27.33,9.2,1.99
CAJAMARCA,SANTA CRUZ,2024,6,15.76,0.31,10.2,69.81,16.79,28.07,7.7,2.07
CAJAMARCA,SANTA CRUZ,2024,7,16.97,0.14,9.39,65.9,16.69,27.01,7.02,2.59
CAJAMARCA,SANTA CRUZ,2024,8,16.75,0.09,9.63,64.12,17.38,27.35,9.07,2.54
CAJAMARCA,SANTA CRUZ,2024,9,15.67,0.49,9.74,62.54,18.19,29.23,9.61,2.5
CAJAMARCA,SANTA CRUZ,2024,10,16.93,0.9,10.87,70.24,17.41,26.69,10.68,2.17
CAJAMARCA,SANTA CRUZ,2024,11,19.1,0.58,9.28,63.86,16.5,26.8,8.5,1.89
CAJAMARCA,SANTA CRUZ,2024,12,14.95,1.67,11.36,77.4,16.32,24.91,9.62,1.83
CAJAMARCA,SANTA CRUZ,2025,1,15.48,2.07,10.95,77.64,15.74,24.99,9.56,1.78
CAJAMARCA,SANTA CRUZ,2025,2,14.52,2.53,11.62,81.84,15.64,24.89,9.86,1.63
CAJAMARCA,SANTA CRUZ,2025,3,15.02,2.47,11.41,81.21,15.52,24.9,9.8,1.57
CAJAMARCA,SANTA CRUZ,2025,4,15.2,1.17,11.74,81.66,15.9,24.36,11.06,1.69
CAJAMARCA,SANTA CRUZ,2025,5,15.06,0.41,10.85,75.77,16.17,25.58,8.71,1.93
CAJAMARCA,SANTA CRUZ,2025,6,14.27,3.35,10.48,78.56,14.93,24.19,6.89,1.99
CAJAMARCA,SANTA CRUZ,2025,7,17.73,0.04,8.9,68.5,15.2,26.07,3.65,2.46
CAJAMARCA,SANTA CRUZ,2025,8,16.43,0.08,9.79,68.54,16.46,26.56,7.81,2.48
CAJAMARCA,SANTA CRUZ,2025,9,15.26,0.34,10.2,68.61,16.99,27.62,8.81,2.48
CAJAMARCA,SANTA CRUZ,2025,10,16.7,2.74,11.2,77.54,16.07,27.05,9.81,1.97
CAJAMARCA,SANTA CRUZ,2025,11,16.19,3.33,11.74,81.43,15.89,23.71,8.77,1.73
CAJAMARCA,SANTA CRUZ,2025,12,16.19,0.37,9.35,68.04,15.61,25.37,5.86,1.86
CUSCO,LA CONVENCION,2021,1,14.63,4.27,11.44,89.13,13.09,19.63,8.05,1.51
CUSCO,LA CONVENCION,2021,2,14.71,3.45,11.49,87.85,13.43,20.4,7.56,1.43
CUSCO,LA CONVENCION,2021,3,15.67,2.27,11.2,87.61,13.07,20.1,7.7,1.28
CUSCO,LA CONVENCION,2021,4,14.73,3.98,11.27,88.11,13.07,19.68,7.9,1.27
CUSCO,LA CONVENCION,2021,5,14.57,0.07,10.33,83.72,12.64,20.02,5.42,1.19
CUSCO,LA CONVENCION,2021,6,13.75,0.1,10.04,81.61,12.77,21.18,6.01,1.35
CUSCO,LA CONVENCION,2021,7,16.11,0.0,8.53,70.91,12.97,22.8,4.13,1.51
CUSCO,LA CONVENCION,2021,8,16.39,0.03,8.89,69.81,13.7,24.27,5.21,1.57
CUSCO,LA CONVENCION,2021,9,16.47,0.21,9.68,70.89,14.7,24.01,8.7,1.76
CUSCO,LA CONVENCION,2021,10,18.15,1.67,10.62,75.0,15.18,28.76,8.44,1.71
CUSCO,LA CONVENCION,2021,11,14.91,2.46,10.81,78.42,14.53,23.77,7.79,1.7
CUSCO,LA CONVENCION,2021,12,15.86,2.39,11.14,81.73,14.26,23.69,8.12,1.46
CUSCO,LA CONVENCION,2022,1,15.46,4.3,10.89,81.81,13.95,25.59,8.28,1.61
CUSCO,LA CONVENCION,2022,2,14.44,23.23,11.26,87.42,13.19,19.04,8.55,1.44
CUSCO,LA CONVENCION,2022,3,15.68,3.73,11.44,88.87,13.14,19.05,8.25,1.36
CUSCO,LA CONVENCION,2022,4,15.01,1.9,11.62,88.28,13.52,19.46,8.54,1.25
CUSCO,LA CONVENCION,2022,5,13.89,0.23,10.75,87.09,12.61,18.8,6.44,1.26
CUSCO,LA CONVENCION,2022,6,15.41,0.03,9.2,78.6,12.12,21.31,1.73,1.32
CUSCO,LA CONVENCION,2022,7,16.07,0.2,9.89,75.78,14.04,23.69,7.95,1.41
CUSCO,LA CONVENCION,2022,8,15.76,0.06,8.84,69.82,13.6,23.29,5.01,1.69
CUSCO,LA CONVENCION,2022,9,15.99,0.27,9.87,72.97,14.56,24.24,7.4,1.76
CUSCO,LA CONVENCION,2022,10,17.69,0.01,10.29,72.63,15.26,25.42,8.56,1.94
CUSCO,LA CONVENCION,2022,11,18.21,0.46,9.5,67.27,15.36,26.52,7.7,1.99
CUSCO,LA CONVENCION,2022,12,14.88,2.47,10.57,78.5,14.17,24.24,8.05,1.65
CUSCO,LA CONVENCION,2023,1,15.17,1.66,10.63,79.83,13.97,22.23,7.9,1.77
CUSCO,LA CONVENCION,2023,2,14.67,2.88,11.03,83.16,13.82,21.48,7.83,1.6
CUSCO,LA CONVENCION,2023,3,15.43,1.21,10.94,82.14,13.91,22.63,7.57,1.54
CUSCO,LA CONVENCION,2023,4,15.17,0.97,10.73,79.67,14.23,23.57,7.97,1.46
CUSCO,LA CONVENCION,2023,5,13.89,0.56,10.5,79.04,14.1,23.32,7.01,1.44
CUSCO,LA CONVENCION,2023,6,15.59,0.0,9.57,75.82,13.57,23.97,5.86,1.58
CUSCO,LA CONVENCION,2023,7,15.01,0.0,9.67,72.66,14.6,24.19,7.06,1.71
CUSCO,LA CONVENCION,2023,8,16.21,0.08,9.66,70.58,14.79,26.55,6.53,1.66
CUSCO,LA CONVENCION,2023,9,17.26,0.5,10.07,71.73,15.02,26.71,9.02,1.67
CUSCO,LA CONVENCION,2023,10,16.69,0.62,10.92,73.27,16.0,25.73,9.09,1.84
CUSCO,LA CONVENCION,2023,11,16.13,1.74,11.26,76.26,15.72,24.74,9.49,1.96
CUSCO,LA CONVENCION,2023,12,15.69,3.79,11.9,82.84,15.04,23.01,9.67,1.58
CUSCO,LA CONVENCION,2024,1,15.1,2.15,11.98,82.85,15.13,22.65,9.62,1.6
CUSCO,LA CONVENCION,2024,2,15.24,3.5,11.65,82.61,14.83,23.16,9.33,1.61
CUSCO,LA CONVENCION,2024,3,15.26,3.13,12.02,84.21,14.97,22.19,8.99,1.47
CUSCO,LA CONVENCION,2024,4,15.75,0.83,11.84,82.91,14.96,22.74,8.89,1.35
CUSCO,LA CONVENCION,2024,5,14.65,0.37,11.02,77.49,15.2,23.9,7.95,1.47
CUSCO,LA CONVENCION,2024,6,14.16,0.8,10.17,76.04,14.45,23.65,7.58,1.52
CUSCO,LA CONVENCION,2024,7,14.59,0.06,8.7,69.7,13.5,22.73,4.6,1.6
CUSCO,LA CONVENCION,2024,8,15.86,0.01,8.84,67.63,14.22,24.71,6.73,1.63
CUSCO,LA CONVENCION,2024,9,15.09,0.49,9.71,68.66,15.41,25.54,8.23,1.68
CUSCO,LA CONVENCION,2024,10,17.62,0.71,10.57,72.3,15.75,27.37,8.39,1.85
CUSCO,LA CONVENCION,2024,11,14.87,7.11,11.1,80.36,14.51,25.07,8.43,1.54
CUSCO,LA CONVENCION,2024,12,13.71,2.46,11.82,86.42,14.15,21.01,8.69,1.52
CUSCO,LA CONVENCION,2025,1,14.01,3.67,11.5,86.42,13.77,20.31,8.8,1.66
CUSCO,LA CONVENCION,2025,2,15.08,5.67,11.47,86.03,13.77,21.21,8.46,1.46
CUSCO,LA CONVENCION,2025,3,13.45,5.08,11.64,88.94,13.41,19.89,8.58,1.35
CUSCO,LA CONVENCION,2025,4,14.94,1.37,11.71,88.2,13.63,19.48,7.49,1.39
CUSCO,LA CONVENCION,2025,5,13.75,0.43,10.99,85.26,13.35,20.08,6.91,1.34
CUSCO,LA CONVENCION,2025,6,13.74,4.84,10.38,86.04,12.28,19.1,4.98,1.3
CUSCO,LA CONVENCION,2025,7,15.96,0.06,9.14,79.18,12.01,21.48,4.5,1.42
CUSCO,LA CONVENCION,2025,8,15.77,0.17,9.42,74.88,13.4,22.44,7.09,1.55
CUSCO,LA CONVENCION,2025,9,16.8,0.26,10.01,74.53,14.37,24.05,7.39,1.78
CUSCO,LA CONVENCION,2025,10,15.52,1.82,10.46,76.59,14.57,24.86,8.17,1.78
CUSCO,LA CONVENCION,2025,11,15.69,1.11,10.79,77.11,14.8,23.38,9.05,1.67
CUSCO,LA CONVENCION,2025,12,15.69,2.51,11.16,80.8,14.52,24.05,9.21,1.78
HUANCAVELICA,ACOBAMBA,2021,1,16.24,3.73,9.37,86.96,9.04,15.76,2.84,2.01
HUANCAVELICA,ACOBAMBA,2021,2,17.75,2.57,8.88,82.13,9.19,17.15,2.28,1.73
HUANCAVELICA,ACOBAMBA,2021,3,16.15,3.99,9.3,86.82,8.96,15.4,2.18,1.89
HUANCAVELICA,ACOBAMBA,2021,4,16.93,3.38,9.17,86.38,8.85,16.24,1.65,1.57
HUANCAVELICA,ACOBAMBA,2021,5,17.39,0.39,8.48,83.76,8.35,16.81,0.33,1.64
HUANCAVELICA,ACOBAMBA,2021,6,16.22,0.14,8.18,81.79,8.25,16.7,1.64,1.56
HUANCAVELICA,ACOBAMBA,2021,7,18.61,0.0,7.04,74.66,7.74,16.79,-2.74,1.93
HUANCAVELICA,ACOBAMBA,2021,8,18.8,0.08,7.39,73.72,8.69,20.27,0.47,2.01
HUANCAVELICA,ACOBAMBA,2021,9,17.43,0.51,8.09,74.53,9.77,19.48,3.46,2.38
HUANCAVELICA,ACOBAMBA,2021,10,20.07,0.9,8.54,73.82,10.77,22.8,1.97,2.15
HUANCAVELICA,ACOBAMBA,2021,11,17.94,2.23,8.44,74.63,10.18,20.26,2.47,2.09
HUANCAVELICA,ACOBAMBA,2021,12,18.97,1.93,8.83,77.78,10.11,19.53,2.49,1.81
HUANCAVELICA,ACOBAMBA,2022,1,17.53,4.47,8.73,79.59,9.67,20.57,2.92,2.07
HUANCAVELICA,ACOBAMBA,2022,2,15.76,4.91,9.14,86.48,8.76,16.54,1.89,2.05
HUANCAVELICA,ACOBAMBA,2022,3,15.83,3.85,9.3,87.5,8.82,16.29,2.6,1.73
HUANCAVELICA,ACOBAMBA,2022,4,17.79,1.36,9.31,86.26,9.1,16.52,2.47,1.56
HUANCAVELICA,ACOBAMBA,2022,5,16.8,0.29,8.21,81.57,8.22,17.75,1.23,1.45
HUANCAVELICA,ACOBAMBA,2022,6,17.54,0.23,7.23,76.68,7.67,17.27,-2.35,1.69
HUANCAVELICA,ACOBAMBA,2022,7,18.27,0.05,7.37,73.94,8.58,18.87,-1.2,1.85
HUANCAVELICA,ACOBAMBA,2022,8,18.51,0.07,7.09,70.43,8.93,21.02,0.1,2.04
HUANCAVELICA,ACOBAMBA,2022,9,19.41,0.05,7.68,70.7,9.88,21.39,0.62,2.07
HUANCAVELICA,ACOBAMBA,2022,10,22.2,0.07,7.36,64.03,10.9,22.96,1.03,1.97
HUANCAVELICA,ACOBAMBA,2022,11,21.59,0.15,7.41,64.41,10.98,23.38,0.53,2.32
HUANCAVELICA,ACOBAMBA,2022,12,18.64,2.11,7.88,69.82,10.36,23.25,1.23,2.19
HUANCAVELICA,ACOBAMBA,2023,1,17.68,3.09,8.86,78.69,10.04,18.31,2.53,2.29
HUANCAVELICA,ACOBAMBA,2023,2,16.03,5.43,9.28,85.93,9.13,15.95,2.57,2.04
HUANCAVELICA,ACOBAMBA,2023,3,16.19,1.51,9.3,85.6,9.25,17.93,3.03,1.96
HUANCAVELICA,ACOBAMBA,2023,4,17.45,0.73,9.24,83.78,9.57,17.3,3.91,1.77
HUANCAVELICA,ACOBAMBA,2023,5,16.18,0.83,8.36,80.18,8.9,18.08,1.62,1.57
HUANCAVELICA,ACOBAMBA,2023,6,18.81,0.0,7.59,75.38,8.71,17.75,-0.73,1.75
HUANCAVELICA,ACOBAMBA,2023,7,18.94,0.0,7.76,74.52,9.45,20.27,0.7,1.98
HUANCAVELICA,ACOBAMBA,2023,8,19.59,0.1,8.02,73.69,9.93,21.13,1.55,2.07
HUANCAVELICA,ACOBAMBA,2023,9,18.03,0.7,8.17,72.52,10.34,20.17,2.39,2.37
HUANCAVELICA,ACOBAMBA,2023,10,17.8,0.79,9.19,74.52,11.62,22.96,3.3,2.76
HUANCAVELICA,ACOBAMBA,2023,11,18.2,1.28,9.21,75.13,11.41,21.34,4.0,2.46
HUANCAVELICA,ACOBAMBA,2023,12,17.16,2.82,9.79,79.29,11.39,20.54,3.86,2.49
HUANCAVELICA,ACOBAMBA,2024,1,16.34,2.53,9.97,81.82,11.12,19.14,4.02,2.33
HUANCAVELICA,ACOBAMBA,2024,2,16.95,4.74,9.46,80.51,10.63,21.16,3.95,2.18
HUANCAVELICA,ACOBAMBA,2024,3,15.53,4.3,10.04,85.77,10.39,16.99,3.99,1.99
HUANCAVELICA,ACOBAMBA,2024,4,17.81,1.17,9.94,85.48,10.27,18.54,3.55,1.67
HUANCAVELICA,ACOBAMBA,2024,5,17.78,1.09,9.42,83.22,9.99,18.28,2.28,1.56
HUANCAVELICA,ACOBAMBA,2024,6,17.28,0.82,8.03,77.43,8.9,18.5,-1.72,1.66
HUANCAVELICA,ACOBAMBA,2024,7,18.09,0.16,7.52,74.63,8.69,18.43,-1.7,1.97
HUANCAVELICA,ACOBAMBA,2024,8,18.34,0.03,7.63,72.03,9.4,20.24,-0.01,2.19
HUANCAVELICA,ACOBAMBA,2024,9,16.09,0.85,8.25,75.31,9.95,19.4,2.74,2.24
HUANCAVELICA,ACOBAMBA,2024,10,19.3,0.86,8.55,74.25,10.56,20.84,2.55,2.27
HUANCAVELICA,ACOBAMBA,2024,11,17.52,3.01,9.01,79.08,10.2,21.9,2.65,2.16
HUANCAVELICA,ACOBAMBA,2024,12,16.98,2.5,9.46,80.92,10.5,19.72,4.89,2.24
HUANCAVELICA,ACOBAMBA,2025,1,17.03,3.32,9.34,83.1,9.83,17.94,2.97,2.2
HUANCAVELICA,ACOBAMBA,2025,2,16.5,11.5,9.49,86.61,9.34,18.07,2.5,2.06
HUANCAVELICA,ACOBAMBA,2025,3,14.57,4.79,9.95,91.2,9.15,14.79,3.68,1.78
HUANCAVELICA,ACOBAMBA,2025,4,15.96,2.09,9.67,89.52,9.0,15.56,2.9,1.64
HUANCAVELICA,ACOBAMBA,2025,5,15.89,0.53,9.01,87.14,8.45,15.99,0.51,1.65
HUANCAVELICA,ACOBAMBA,2025,6,15.21,5.27,8.7,87.68,7.87,15.78,1.13,1.51
HUANCAVELICA,ACOBAMBA,2025,7,18.56,0.23,7.19,80.6,6.38,14.48,-1.46,1.68
HUANCAVELICA,ACOBAMBA,2025,8,17.4,0.36,7.98,82.06,7.84,16.94,0.67,1.81
HUANCAVELICA,ACOBAMBA,2025,9,16.71,0.94,8.48,79.94,9.2,17.93,2.43,2.36
HUANCAVELICA,ACOBAMBA,2025,10,17.94,2.12,8.73,78.94,9.78,17.72,2.69,2.33
HUANCAVELICA,ACOBAMBA,2025,11,20.67,0.32,8.5,75.04,10.21,20.2,3.17,2.08
HUANCAVELICA,ACOBAMBA,2025,12,20.67,0.49,8.07,68.82,10.86,21.12,2.96,1.98
HUANCAVELICA,ANGARES,2021,1,18.45,3.73,9.37,86.96,9.04,15.76,2.84,2.01
HUANCAVELICA,ANGARES,2021,2,21.35,2.57,8.88,82.13,9.19,17.15,2.28,1.73
HUANCAVELICA,ANGARES,2021,3,17.75,3.99,9.3,86.82,8.96,15.4,2.18,1.89
