fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg
2021-12,SAN MARTIN,LAMAS,36.0,1.03
2021-12,SAN MARTIN,MARISCAL CACERES,20.2,1.92
2021-12,SAN MARTIN,PICOTA,73.0,2.56
2021-12,SAN MARTIN,SAN MARTIN,49.3,1.31
2021-12,SAN MARTIN,TOCACHE,3.0,0.5
2021-12,TUMBES,CONTRALMIRANTE VILLAR,161.06,1.25
2021-12,TUMBES,TUMBES,1116.52,1.12
2021-12,TUMBES,ZARUMILLA,4521.13,1.0
2021-12,UCAYALI,ATALAYA,168.84,1.62
2021-12,UCAYALI,CORONEL PORTILLO,750.33,1.46
2021-12,UCAYALI,PADRE ABAD,383.63,1.39
2021-12,UCAYALI,PURUS,16.5,1.6
2022-01,AMAZONAS,BAGUA,31.700000000000003,1.87
2022-01,AMAZONAS,CHACHAPOYAS,21.4,2.7
2022-01,AMAZONAS,LUYA,25.189999999999998,1.42
2022-01,AMAZONAS,UTCUBAMBA,446.7,1.45
2022-01,ANCASH,CARHUAZ,8.0,2.5
2022-01,ANCASH,CASMA,46.0,2.28
2022-01,ANCASH,HUARMEY,12.0,1.9
2022-01,ANCASH,HUAYLAS,19.0,2.0
2022-01,ANCASH,SANTA,18.0,1.8
2022-01,ANCASH,YUNGAY,7.0,1.5
2022-01,APURIMAC,ABANCAY,24.0,1.25
2022-01,APURIMAC,ANDAHUAYLAS,9.0,2.1
2022-01,APURIMAC,AYMARAES,1.4,0.85
2022-01,APURIMAC,CHINCHEROS,2.55,1.5
2022-01,APURIMAC,GRAU,2.0,1.4
2022-01,AYACUCHO,HUAMANGA,5.0,1.86
2022-01,AYACUCHO,LA MAR,6.0,1.82
2022-01,CAJAMARCA,CAJABAMBA,9.51,1.49
2022-01,CAJAMARCA,CHOTA,15.0,0.9
2022-01,CAJAMARCA,JAEN,21.41,1.03
2022-01,CAJAMARCA,SAN MARCOS,1.53,2.0
2022-01,CUSCO,LA CONVENCION,429.0,1.12
2022-01,HUANCAVELICA,CASTROVIRREYNA,0.35,2.6
2022-01,HUANUCO,HUACAYBAMBA,10.0,2.97
2022-01,HUANUCO,HUAMALIES,5.7,1.3
2022-01,HUANUCO,HUANUCO,1.5,1.0
2022-01,HUANUCO,LEONCIO PRADO,32.2,1.23
2022-01,HUANUCO,MARAÑON,2.1,0.99
2022-01,HUANUCO,PUERTO INCA,3.0,1.75
2022-01,JUNIN,CHANCHAMAYO,148.45,0.75
2022-01,JUNIN,HUANCAYO,13.6,0.7
2022-01,JUNIN,SATIPO,242.70000000000002,0.75
2022-01,LA LIBERTAD,ASCOPE,2.37,1.1
2022-01,LA LIBERTAD,BOLIVAR,5.62,1.0
2022-01,LA LIBERTAD,CHEPEN,7.4,1.0
2022-01,LA LIBERTAD,GRAN CHIMU,0.52,1.0
2022-01,LA LIBERTAD,OTUZCO,1.42,1.0
2022-01,LA LIBERTAD,PATAZ,3.73,1.0
2022-01,LA LIBERTAD,SANCHEZ CARRION,4.2,1.03
2022-01,LA LIBERTAD,VIRU,0.95,1.09
2022-01,LAMBAYEQUE,FERREÑAFE,8.0,0.35
2022-01,LAMBAYEQUE,LAMBAYEQUE,6124.0,0.59
2022-01,LIMA,HUAURA,7.8,1.3
2022-01,LORETO,ALTO AMAZONAS,335.0,0.8
2022-01,LORETO,DATEM DEL MARAÑON,31.0,0.9
2022-01,LORETO,LORETO,67.0,0.94
2022-01,LORETO,MARISCAL RAMON CASTILLA,34.0,0.92
2022-01,LORETO,MAYNAS,554.0,0.83
2022-01,LORETO,PUTUMAYO,8.0,0.95
2022-01,LORETO,REQUENA,41.0,0.77
2022-01,LORETO,UCAYALI,106.0,0.97
2022-01,MADRE DE DIOS,MANU,12.6,2.05
2022-01,MADRE DE DIOS,TAHUAMANU,9.6,2.0
2022-01,MADRE DE DIOS,TAMBOPATA,30.7,2.25
2022-01,PIURA,AYABACA,32.0,1.04
2022-01,PIURA,HUANCABAMBA,10.0,0.81
2022-01,PIURA,MORROPON,1557.0,1.0
2022-01,PIURA,PAITA,10.0,1.0
2022-01,PIURA,PIURA,14642.0,1.01
2022-01,PIURA,SECHURA,5.0,1.0
2022-01,PIURA,SULLANA,8460.0,0.97
2022-01,SAN MARTIN,BELLAVISTA,11.0,1.42
2022-01,SAN MARTIN,EL DORADO,15.0,0.5
2022-01,SAN MARTIN,HUALLAGA,45.0,1.57
2022-01,SAN MARTIN,LAMAS,58.0,1.0
2022-01,SAN MARTIN,MARISCAL CACERES,27.0,1.92
2022-01,SAN MARTIN,MOYOBAMBA,5.0,0.8
2022-01,SAN MARTIN,PICOTA,103.0,1.91
2022-01,SAN MARTIN,RIOJA,15.0,0.6
2022-01,SAN MARTIN,SAN MARTIN,45.0,1.31
2022-01,SAN MARTIN,TOCACHE,3.0,0.6
2022-01,TUMBES,CONTRALMIRANTE VILLAR,163.06,1.25
2022-01,TUMBES,TUMBES,1326.79,1.39
2022-01,TUMBES,ZARUMILLA,3818.9800000000005,2.0
2022-01,UCAYALI,ATALAYA,157.43,1.62
2022-01,UCAYALI,CORONEL PORTILLO,709.74,1.5
2022-01,UCAYALI,PADRE ABAD,331.06,1.48
2022-01,UCAYALI,PURUS,22.71,1.6
2022-02,AMAZONAS,BAGUA,37.7,1.45
2022-02,AMAZONAS,CHACHAPOYAS,21.3,2.72
2022-02,AMAZONAS,LUYA,21.09,1.5
2022-02,AMAZONAS,UTCUBAMBA,495.32,1.29
2022-02,ANCASH,CARHUAZ,8.0,2.6
2022-02,ANCASH,CASMA,49.0,1.98
2022-02,ANCASH,HUARMEY,7.0,2.3
2022-02,ANCASH,HUAYLAS,20.0,2.0
2022-02,ANCASH,SANTA,21.0,1.75
2022-02,ANCASH,YUNGAY,8.0,1.4
2022-02,APURIMAC,ABANCAY,5.0,1.0
2022-02,APURIMAC,ANDAHUAYLAS,25.15,1.52
2022-02,APURIMAC,AYMARAES,1.6,0.82
2022-02,APURIMAC,CHINCHEROS,12.0,2.0
2022-02,AYACUCHO,HUAMANGA,8.0,1.7
2022-02,AYACUCHO,HUANTA,13.0,2.12
2022-02,AYACUCHO,LA MAR,7.0,1.25
2022-02,CAJAMARCA,CAJABAMBA,9.68,1.44
2022-02,CAJAMARCA,CHOTA,17.0,0.93
2022-02,CAJAMARCA,JAEN,21.630000000000003,0.95
2022-02,CAJAMARCA,SAN IGNACIO,2.5,0.52
2022-02,CAJAMARCA,SAN MARCOS,5.95,2.33
2022-02,CUSCO,LA CONVENCION,277.2,1.14
2022-02,HUANCAVELICA,CASTROVIRREYNA,0.35,2.49
2022-02,HUANUCO,HUACAYBAMBA,12.0,2.97
2022-02,HUANUCO,HUAMALIES,9.4,1.2
2022-02,HUANUCO,HUANUCO,2.5,0.9
2022-02,HUANUCO,LEONCIO PRADO,62.5,1.12
2022-02,HUANUCO,MARAÑON,4.1,0.99
2022-02,HUANUCO,PUERTO INCA,3.0,1.95
2022-02,ICA,ICA,80.4,2.0
2022-02,JUNIN,CHANCHAMAYO,149.9,0.81
2022-02,JUNIN,HUANCAYO,13.6,1.0
2022-02,JUNIN,SATIPO,409.32,0.76
2022-02,LA LIBERTAD,ASCOPE,2.45,0.78
2022-02,LA LIBERTAD,BOLIVAR,5.47,0.9
2022-02,LA LIBERTAD,CHEPEN,7.6,1.0
2022-02,LA LIBERTAD,GRAN CHIMU,0.61,1.0
2022-02,LA LIBERTAD,OTUZCO,1.2,1.0
2022-02,LA LIBERTAD,PATAZ,9.2,0.9
2022-02,LA LIBERTAD,SANCHEZ CARRION,3.04,1.0
2022-02,LA LIBERTAD,VIRU,1.2,1.0
2022-02,LAMBAYEQUE,FERREÑAFE,28.0,0.4
2022-02,LAMBAYEQUE,LAMBAYEQUE,6007.0,0.51
2022-02,LORETO,ALTO AMAZONAS,298.0,0.81
2022-02,LORETO,DATEM DEL MARAÑON,45.0,0.91
2022-02,LORETO,LORETO,63.0,0.95
2022-02,LORETO,MARISCAL RAMON CASTILLA,44.0,0.92
2022-02,LORETO,MAYNAS,539.0,0.83
2022-02,LORETO,PUTUMAYO,12.0,0.95
2022-02,LORETO,REQUENA,48.0,0.77
2022-02,LORETO,UCAYALI,117.0,0.97
2022-02,MADRE DE DIOS,MANU,11.0,2.25
2022-02,MADRE DE DIOS,TAHUAMANU,17.1,2.27
2022-02,MADRE DE DIOS,TAMBOPATA,46.0,2.3
2022-02,PIURA,AYABACA,34.0,0.97
2022-02,PIURA,HUANCABAMBA,26.0,0.84
2022-02,PIURA,MORROPON,1506.0,0.99
2022-02,PIURA,PAITA,10.0,1.0
2022-02,PIURA,PIURA,16089.0,0.98
2022-02,PIURA,SECHURA,2.0,1.0
2022-02,PIURA,SULLANA,9556.0,0.98
2022-02,SAN MARTIN,BELLAVISTA,22.0,1.42
2022-02,SAN MARTIN,EL DORADO,19.0,0.5
2022-02,SAN MARTIN,HUALLAGA,32.0,1.08
2022-02,SAN MARTIN,LAMAS,85.0,1.5
2022-02,SAN MARTIN,MARISCAL CACERES,29.2,1.72
2022-02,SAN MARTIN,MOYOBAMBA,39.0,1.03
2022-02,SAN MARTIN,PICOTA,123.0,1.43
2022-02,SAN MARTIN,RIOJA,21.4,0.6
2022-02,SAN MARTIN,SAN MARTIN,50.5,1.31
2022-02,SAN MARTIN,TOCACHE,8.0,0.6
2022-02,TUMBES,CONTRALMIRANTE VILLAR,155.21,1.25
2022-02,TUMBES,TUMBES,1195.91,1.07
2022-02,TUMBES,ZARUMILLA,3417.4,1.62
2022-02,UCAYALI,ATALAYA,184.48,1.62
2022-02,UCAYALI,CORONEL PORTILLO,939.8799999999999,1.49
2022-02,UCAYALI,PADRE ABAD,394.57,1.5
2022-02,UCAYALI,PURUS,31.5,1.8
2022-03,AMAZONAS,BAGUA,38.9,1.53
2022-03,AMAZONAS,CHACHAPOYAS,21.4,2.78
2022-03,AMAZONAS,LUYA,23.0,1.52
2022-03,AMAZONAS,UTCUBAMBA,622.0,2.0
2022-03,ANCASH,CASMA,47.0,2.08
2022-03,ANCASH,HUARMEY,7.0,2.25
2022-03,ANCASH,HUAYLAS,19.0,2.0
2022-03,ANCASH,SANTA,23.0,1.8
2022-03,ANCASH,YUNGAY,8.0,1.5
2022-03,APURIMAC,ABANCAY,28.0,1.23
2022-03,APURIMAC,ANDAHUAYLAS,30.89,1.63
2022-03,APURIMAC,AYMARAES,1.9,0.9
2022-03,APURIMAC,CHINCHEROS,38.5,2.08
2022-03,APURIMAC,GRAU,2.0,1.5
2022-03,AREQUIPA,CARAVELI,7.0,2.0
2022-03,AREQUIPA,LA UNION,27.82,2.28
2022-03,AYACUCHO,HUAMANGA,8.0,1.5
2022-03,AYACUCHO,HUANTA,21.0,2.1
2022-03,AYACUCHO,LA MAR,15.0,2.2
2022-03,AYACUCHO,LUCANAS,2.0,1.8
2022-03,AYACUCHO,SUCRE,2.0,4.0
2022-03,AYACUCHO,VILCAS HUAMAN,12.0,1.75
2022-03,CAJAMARCA,CAJABAMBA,9.74,1.44
2022-03,CAJAMARCA,CHOTA,35.0,0.88
2022-03,CAJAMARCA,JAEN,31.92,0.85
2022-03,CAJAMARCA,SAN IGNACIO,16.71,1.3
2022-03,CAJAMARCA,SAN MARCOS,1.92,3.0
2022-03,CAJAMARCA,SANTA CRUZ,5.0,1.0
2022-03,CUSCO,LA CONVENCION,183.0,1.2
2022-03,HUANCAVELICA,ACOBAMBA,2.6,1.3
2022-03,HUANCAVELICA,ANGARAES,0.55,1.2
2022-03,HUANCAVELICA,CASTROVIRREYNA,0.5,3.0
2022-03,HUANCAVELICA,CHURCAMPA,1.6,1.0
2022-03,HUANCAVELICA,HUAYTARA,1.0,2.0
2022-03,HUANUCO,HUACAYBAMBA,19.0,2.97
2022-03,HUANUCO,HUAMALIES,14.0,1.2
2022-03,HUANUCO,HUANUCO,2.9,1.35
2022-03,HUANUCO,LEONCIO PRADO,80.3,1.11
2022-03,HUANUCO,MARAÑON,6.7,1.0
2022-03,HUANUCO,PUERTO INCA,2.0,1.9
2022-03,ICA,ICA,200.7,2.5
2022-03,JUNIN,CHANCHAMAYO,194.6,0.75
2022-03,JUNIN,HUANCAYO,11.9,1.2
2022-03,JUNIN,SATIPO,605.05,0.81
2022-03,LA LIBERTAD,ASCOPE,2.37,1.2
2022-03,LA LIBERTAD,BOLIVAR,5.33,1.2
2022-03,LA LIBERTAD,CHEPEN,7.5,1.4
2022-03,LA LIBERTAD,GRAN CHIMU,2.8,1.25
2022-03,LA LIBERTAD,OTUZCO,1.7,1.3
2022-03,LA LIBERTAD,PATAZ,13.16,1.15
2022-03,LA LIBERTAD,SANCHEZ CARRION,6.52,1.0
2022-03,LA LIBERTAD,VIRU,0.93,1.29
2022-03,LAMBAYEQUE,FERREÑAFE,37.0,0.42
2022-03,LAMBAYEQUE,LAMBAYEQUE,5617.0,0.6
2022-03,LORETO,ALTO AMAZONAS,311.0,0.82
2022-03,LORETO,DATEM DEL MARAÑON,47.0,0.92
2022-03,LORETO,LORETO,77.0,0.96
2022-03,LORETO,MARISCAL RAMON CASTILLA,44.0,0.92
2022-03,LORETO,MAYNAS,538.0,0.84
2022-03,LORETO,PUTUMAYO,10.0,0.93
2022-03,LORETO,REQUENA,46.0,0.86
2022-03,LORETO,UCAYALI,119.0,0.97
2022-03,MADRE DE DIOS,MANU,18.9,1.68
2022-03,MADRE DE DIOS,TAHUAMANU,13.2,1.93
2022-03,MADRE DE DIOS,TAMBOPATA,37.8,1.55
2022-03,MOQUEGUA,GENERAL SANCHEZ CERRO,11.08,2.4
2022-03,MOQUEGUA,MARISCAL NIETO,12.350000000000001,2.1
2022-03,PIURA,AYABACA,44.0,1.11
2022-03,PIURA,HUANCABAMBA,11.0,0.73
2022-03,PIURA,MORROPON,1570.0,0.94
2022-03,PIURA,PAITA,13.0,1.1
2022-03,PIURA,PIURA,13668.0,1.04
2022-03,PIURA,SECHURA,2.0,1.0
2022-03,PIURA,SULLANA,10654.0,0.98
2022-03,SAN MARTIN,BELLAVISTA,22.0,1.05
2022-03,SAN MARTIN,EL DORADO,21.0,1.0
2022-03,SAN MARTIN,HUALLAGA,75.0,1.17
2022-03,SAN MARTIN,LAMAS,85.0,1.69
2022-03,SAN MARTIN,MARISCAL CACERES,31.5,1.75
2022-03,SAN MARTIN,MOYOBAMBA,83.0,1.72
2022-03,SAN MARTIN,PICOTA,121.0,0.97
2022-03,SAN MARTIN,RIOJA,28.8,0.8
2022-03,SAN MARTIN,SAN MARTIN,151.0,1.31
2022-03,SAN MARTIN,TOCACHE,36.0,0.6
2022-03,TUMBES,CONTRALMIRANTE VILLAR,156.21,1.5
2022-03,TUMBES,TUMBES,1190.09,1.56
2022-03,TUMBES,ZARUMILLA,3136.69,1.62
2022-03,UCAYALI,ATALAYA,198.72,1.65
2022-03,UCAYALI,CORONEL PORTILLO,1002.6,1.52
2022-03,UCAYALI,PADRE ABAD,455.3,1.58
2022-03,UCAYALI,PURUS,27.59,1.8
2022-04,AMAZONAS,BAGUA,36.6,1.43
2022-04,AMAZONAS,CHACHAPOYAS,21.5,2.76
2022-04,AMAZONAS,LUYA,24.5,1.8
2022-04,AMAZONAS,UTCUBAMBA,562.4,1.32
2022-04,ANCASH,CARHUAZ,8.0,2.5
2022-04,ANCASH,CASMA,45.0,2.22
2022-04,ANCASH,HUARMEY,7.0,2.3
2022-04,ANCASH,HUAYLAS,16.0,2.0
2022-04,ANCASH,SANTA,21.0,1.75
2022-04,ANCASH,YUNGAY,7.0,1.6
2022-04,APURIMAC,ABANCAY,2.0,1.0
2022-04,APURIMAC,ANDAHUAYLAS,4.0,2.0
2022-04,APURIMAC,AYMARAES,1.6,0.9
2022-04,APURIMAC,CHINCHEROS,15.2,2.17
2022-04,AYACUCHO,HUAMANGA,8.0,1.5
2022-04,AYACUCHO,HUANTA,19.0,2.1
2022-04,AYACUCHO,LA MAR,33.0,1.95
2022-04,AYACUCHO,LUCANAS,15.0,1.95
2022-04,AYACUCHO,PARINACOCHAS,2.0,1.4
2022-04,AYACUCHO,PAUCAR DEL SARA SARA,13.0,3.5
2022-04,AYACUCHO,SUCRE,4.0,4.0
2022-04,AYACUCHO,VILCAS HUAMAN,11.0,2.0
2022-04,CAJAMARCA,CAJABAMBA,9.55,1.4
2022-04,CAJAMARCA,CHOTA,37.0,0.85
2022-04,CAJAMARCA,CUTERVO,5.0,1.1
2022-04,CAJAMARCA,JAEN,31.860000000000003,0.84
2022-04,CAJAMARCA,SAN IGNACIO,24.0,1.36
2022-04,CAJAMARCA,SAN MARCOS,1.53,2.0
2022-04,CAJAMARCA,SAN MIGUEL,5.0,1.0
2022-04,CAJAMARCA,SANTA CRUZ,3.0,1.0
2022-04,CUSCO,LA CONVENCION,70.0,1.2
2022-04,HUANCAVELICA,ACOBAMBA,6.65,1.3
2022-04,HUANCAVELICA,ANGARAES,5.1,1.33
2022-04,HUANCAVELICA,CASTROVIRREYNA,0.4,3.0
2022-04,HUANCAVELICA,CHURCAMPA,6.8,1.4
2022-04,HUANCAVELICA,HUAYTARA,2.2,2.5
2022-04,HUANCAVELICA,TAYACAJA,27.0,1.27
2022-04,HUANUCO,HUACAYBAMBA,11.0,2.97
2022-04,HUANUCO,HUAMALIES,19.2,1.1
2022-04,HUANUCO,HUANUCO,7.3,1.32
2022-04,HUANUCO,LEONCIO PRADO,103.5,1.18
2022-04,HUANUCO,MARAÑON,8.3,1.03
2022-04,HUANUCO,PUERTO INCA,2.0,2.0
2022-04,ICA,ICA,164.64000000000001,1.56
2022-04,JUNIN,CHANCHAMAYO,202.3,0.82
2022-04,JUNIN,HUANCAYO,12.75,1.4
2022-04,JUNIN,SATIPO,695.9,0.81
2022-04,LA LIBERTAD,ASCOPE,2.25,1.2
2022-04,LA LIBERTAD,BOLIVAR,4.93,1.14
2022-04,LA LIBERTAD,CHEPEN,7.2,1.0
2022-04,LA LIBERTAD,GRAN CHIMU,3.58,1.19
2022-04,LA LIBERTAD,PATAZ,9.67,1.1
2022-04,LA LIBERTAD,SANCHEZ CARRION,6.68,1.2
2022-04,LA LIBERTAD,VIRU,0.67,1.19
2022-04,LAMBAYEQUE,FERREÑAFE,9.0,0.45
2022-04,LAMBAYEQUE,LAMBAYEQUE,3252.0,0.74
2022-04,LORETO,ALTO AMAZONAS,308.0,0.83
2022-04,LORETO,DATEM DEL MARAÑON,35.0,0.92
2022-04,LORETO,LORETO,60.0,0.96
2022-04,LORETO,MARISCAL RAMON CASTILLA,39.0,0.92
2022-04,LORETO,MAYNAS,577.0,0.84
2022-04,LORETO,PUTUMAYO,12.0,0.92
2022-04,LORETO,REQUENA,44.0,0.85
2022-04,LORETO,UCAYALI,103.0,0.97
2022-04,MADRE DE DIOS,MANU,14.9,1.92
2022-04,MADRE DE DIOS,TAHUAMANU,17.2,2.0
2022-04,MADRE DE DIOS,TAMBOPATA,45.8,1.92
2022-04,MOQUEGUA,GENERAL SANCHEZ CERRO,10.35,2.35
2022-04,MOQUEGUA,MARISCAL NIETO,4.8,2.1
2022-04,PASCO,OXAPAMPA,30.0,2.0
2022-04,PIURA,AYABACA,41.0,0.75
2022-04,PIURA,HUANCABAMBA,10.0,0.81
2022-04,PIURA,MORROPON,1684.0,0.9
2022-04,PIURA,PAITA,13.0,1.21
2022-04,PIURA,PIURA,11744.0,1.07
2022-04,PIURA,SECHURA,5.0,1.05
2022-04,PIURA,SULLANA,10754.0,1.12
2022-04,PUNO,SANDIA,2.1,1.2
2022-04,SAN MARTIN,BELLAVISTA,25.0,1.23
2022-04,SAN MARTIN,EL DORADO,19.0,1.0
2022-04,SAN MARTIN,HUALLAGA,54.0,1.17
2022-04,SAN MARTIN,LAMAS,121.0,1.7
2022-04,SAN MARTIN,MARISCAL CACERES,34.5,1.75
2022-04,SAN MARTIN,MOYOBAMBA,115.0,1.95
2022-04,SAN MARTIN,PICOTA,126.0,1.01
2022-04,SAN MARTIN,RIOJA,38.0,0.8
2022-04,SAN MARTIN,SAN MARTIN,162.5,1.31
2022-04,SAN MARTIN,TOCACHE,48.0,0.6
2022-04,TUMBES,CONTRALMIRANTE VILLAR,149.93,1.25
2022-04,TUMBES,TUMBES,1069.21,1.46
2022-04,TUMBES,ZARUMILLA,2550.9300000000003,1.7
2022-04,UCAYALI,ATALAYA,175.11,1.7
2022-04,UCAYALI,CORONEL PORTILLO,904.92,1.52
2022-04,UCAYALI,PADRE ABAD,433.47,1.59
2022-04,UCAYALI,PURUS,32.75,1.8
2022-05,AMAZONAS,BAGUA,34.7,1.47
2022-05,AMAZONAS,CHACHAPOYAS,20.4,2.9
2022-05,AMAZONAS,LUYA,26.5,1.8
2022-05,AMAZONAS,UTCUBAMBA,551.8,1.28
2022-05,ANCASH,CARHUAZ,7.0,2.5
2022-05,ANCASH,CASMA,43.0,2.29
2022-05,ANCASH,HUARMEY,5.0,2.35
2022-05,ANCASH,HUAYLAS,13.0,2.1
2022-05,ANCASH,SANTA,20.0,1.9
2022-05,ANCASH,YUNGAY,8.0,1.5
2022-05,APURIMAC,ABANCAY,20.0,1.23
2022-05,APURIMAC,AYMARAES,1.8,0.9
2022-05,APURIMAC,GRAU,2.0,1.5
2022-05,AYACUCHO,HUAMANGA,8.0,1.7
2022-05,AYACUCHO,HUANTA,19.0,2.16
2022-05,AYACUCHO,LA MAR,31.0,2.06
2022-05,AYACUCHO,LUCANAS,21.0,1.86
2022-05,AYACUCHO,PARINACOCHAS,4.0,1.4
2022-05,AYACUCHO,PAUCAR DEL SARA SARA,11.0,3.33
2022-05,AYACUCHO,VILCAS HUAMAN,20.0,1.8
2022-05,CAJAMARCA,CAJABAMBA,9.66,1.42
2022-05,CAJAMARCA,CHOTA,44.0,0.85
2022-05,CAJAMARCA,CUTERVO,4.0,1.1
2022-05,CAJAMARCA,JAEN,34.96,0.84
2022-05,CAJAMARCA,SAN IGNACIO,28.08,1.16
2022-05,CAJAMARCA,SAN MARCOS,4.03,2.3
2022-05,CAJAMARCA,SAN MIGUEL,6.0,1.5
2022-05,CAJAMARCA,SANTA CRUZ,13.0,1.0
2022-05,CUSCO,LA CONVENCION,69.0,1.2
2022-05,HUANCAVELICA,ACOBAMBA,7.9,1.44
2022-05,HUANCAVELICA,ANGARAES,5.2,1.27
2022-05,HUANCAVELICA,CASTROVIRREYNA,0.45,2.6
2022-05,HUANCAVELICA,CHURCAMPA,14.799999999999999,1.3
2022-05,HUANCAVELICA,HUAYTARA,3.7,2.5
2022-05,HUANCAVELICA,TAYACAJA,37.0,1.21
2022-05,HUANUCO,HUACAYBAMBA,3.0,3.1
2022-05,HUANUCO,HUAMALIES,19.3,1.2
2022-05,HUANUCO,HUANUCO,8.7,1.35
2022-05,HUANUCO,LEONCIO PRADO,117.5,1.19
2022-05,HUANUCO,MARAÑON,14.2,1.13
2022-05,HUANUCO,PUERTO INCA,1.0,1.8
2022-05,ICA,ICA,41.63,1.2
2022-05,ICA,PISCO,30.0,1.0
2022-05,JUNIN,CHANCHAMAYO,216.85,0.87
2022-05,JUNIN,HUANCAYO,12.75,1.0
2022-05,JUNIN,SATIPO,669.9,0.84
2022-05,LA LIBERTAD,ASCOPE,2.32,1.0
2022-05,LA LIBERTAD,BOLIVAR,4.13,1.05
2022-05,LA LIBERTAD,CHEPEN,6.9,1.0
2022-05,LA LIBERTAD,GRAN CHIMU,1.98,1.0
2022-05,LA LIBERTAD,OTUZCO,0.61,1.2
2022-05,LA LIBERTAD,PATAZ,10.370000000000001,1.04
2022-05,LA LIBERTAD,SANCHEZ CARRION,4.2,1.2
2022-05,LA LIBERTAD,VIRU,0.68,1.0
2022-05,LAMBAYEQUE,FERREÑAFE,31.8,0.51
2022-05,LAMBAYEQUE,LAMBAYEQUE,6643.0,0.74
2022-05,LORETO,ALTO AMAZONAS,310.0,0.94
2022-05,LORETO,DATEM DEL MARAÑON,32.0,0.92
2022-05,LORETO,LORETO,61.0,0.93
2022-05,LORETO,MARISCAL RAMON CASTILLA,39.0,0.92
2022-05,LORETO,MAYNAS,524.0,0.95
2022-05,LORETO,PUTUMAYO,15.0,0.92
2022-05,LORETO,REQUENA,48.0,0.83
2022-05,LORETO,UCAYALI,88.0,0.96
2022-05,MADRE DE DIOS,MANU,10.5,1.68
2022-05,MADRE DE DIOS,TAHUAMANU,14.0,2.23
2022-05,MADRE DE DIOS,TAMBOPATA,38.9,2.92
2022-05,MOQUEGUA,MARISCAL NIETO,6.75,2.3
2022-05,PASCO,OXAPAMPA,50.0,2.0
2022-05,PIURA,AYABACA,23.0,0.65
2022-05,PIURA,HUANCABAMBA,10.0,0.82
2022-05,PIURA,MORROPON,1714.0,1.02
2022-05,PIURA,PAITA,20.0,1.1
2022-05,PIURA,PIURA,8905.0,1.03
2022-05,PIURA,SECHURA,4.0,1.5
2022-05,PIURA,SULLANA,9495.0,1.05
2022-05,PUNO,CARABAYA,2.0,0.7
2022-05,PUNO,SANDIA,12.3,1.07
2022-05,SAN MARTIN,BELLAVISTA,29.0,1.38
2022-05,SAN MARTIN,EL DORADO,15.5,1.0
2022-05,SAN MARTIN,HUALLAGA,36.0,1.27
2022-05,SAN MARTIN,LAMAS,95.0,1.93
2022-05,SAN MARTIN,MARISCAL CACERES,37.0,1.75
2022-05,SAN MARTIN,MOYOBAMBA,50.0,2.12
2022-05,SAN MARTIN,PICOTA,115.0,1.01
2022-05,SAN MARTIN,RIOJA,44.0,1.0
2022-05,SAN MARTIN,SAN MARTIN,111.5,1.31
2022-05,SAN MARTIN,TOCACHE,40.0,0.6
2022-05,TUMBES,CONTRALMIRANTE VILLAR,142.64000000000001,1.0
2022-05,TUMBES,TUMBES,954.7099999999999,1.46
2022-05,TUMBES,ZARUMILLA,2253.29,1.25
2022-05,UCAYALI,ATALAYA,176.55,1.65
2022-05,UCAYALI,CORONEL PORTILLO,973.26,1.52
2022-05,UCAYALI,PADRE ABAD,533.0,1.56
2022-05,UCAYALI,PURUS,27.89,1.8
2022-06,AMAZONAS,BAGUA,34.9,2.32
2022-06,AMAZONAS,CHACHAPOYAS,21.3,3.35
2022-06,AMAZONAS,LUYA,24.7,1.88
2022-06,AMAZONAS,UTCUBAMBA,543.9,1.06
2022-06,ANCASH,CARHUAZ,5.0,2.5
2022-06,ANCASH,CASMA,40.0,2.28
2022-06,ANCASH,HUARMEY,4.0,2.2
2022-06,ANCASH,HUAYLAS,11.0,2.5
2022-06,ANCASH,SANTA,19.0,2.0
2022-06,ANCASH,YUNGAY,7.0,1.5
2022-06,APURIMAC,ABANCAY,3.0,1.0
2022-06,APURIMAC,AYMARAES,1.8,0.9
2022-06,AREQUIPA,CARAVELI,13.53,3.0
2022-06,AYACUCHO,HUAMANGA,6.0,1.7
2022-06,AYACUCHO,HUANTA,12.0,2.2
2022-06,AYACUCHO,LA MAR,28.0,1.81
2022-06,AYACUCHO,LUCANAS,4.0,1.5
2022-06,AYACUCHO,PARINACOCHAS,5.0,1.4
2022-06,AYACUCHO,PAUCAR DEL SARA SARA,28.0,3.23
2022-06,AYACUCHO,VILCAS HUAMAN,21.0,1.57
2022-06,CAJAMARCA,CAJABAMBA,8.91,1.44
2022-06,CAJAMARCA,CHOTA,46.5,0.82
2022-06,CAJAMARCA,JAEN,27.39,0.84
2022-06,CAJAMARCA,SAN IGNACIO,25.549999999999997,1.16
2022-06,CAJAMARCA,SAN MARCOS,1.53,2.29
2022-06,CAJAMARCA,SAN MIGUEL,13.0,1.47
2022-06,CAJAMARCA,SANTA CRUZ,9.0,1.1
2022-06,CUSCO,LA CONVENCION,70.0,1.2
2022-06,HUANCAVELICA,ACOBAMBA,2.75,1.32
2022-06,HUANCAVELICA,ANGARAES,3.15,1.27
2022-06,HUANCAVELICA,CASTROVIRREYNA,0.45,2.49
2022-06,HUANCAVELICA,CHURCAMPA,12.4,1.16
