fecha_evento,departamento,provincia,produccion_t,precio_chacra_kg
2022-12,SAN MARTIN,MARISCAL CACERES,25.0,2.0
2022-12,SAN MARTIN,PICOTA,61.0,2.75
2022-12,SAN MARTIN,RIOJA,6.5,1.2
2022-12,SAN MARTIN,SAN MARTIN,53.5,1.27
2022-12,SAN MARTIN,TOCACHE,6.0,0.6
2022-12,TUMBES,CONTRALMIRANTE VILLAR,153.21,1.75
2022-12,TUMBES,TUMBES,1304.7,1.62
2022-12,TUMBES,ZARUMILLA,3430.49,2.8
2022-12,UCAYALI,ATALAYA,113.82000000000001,1.85
2022-12,UCAYALI,CORONEL PORTILLO,428.11,1.82
2022-12,UCAYALI,PADRE ABAD,281.24,1.83
2022-12,UCAYALI,PURUS,10.26,2.0
2023-01,AMAZONAS,BAGUA,33.800000000000004,2.92
2023-01,AMAZONAS,CHACHAPOYAS,14.4,4.85
2023-01,AMAZONAS,LUYA,25.189999999999998,1.97
2023-01,AMAZONAS,UTCUBAMBA,442.0,1.31
2023-01,ANCASH,CARHUAZ,7.0,2.6
2023-01,ANCASH,CASMA,45.0,2.65
2023-01,ANCASH,HUARMEY,10.0,2.3
2023-01,ANCASH,HUAYLAS,20.0,2.45
2023-01,ANCASH,SANTA,17.0,2.08
2023-01,ANCASH,YUNGAY,6.0,1.6
2023-01,APURIMAC,ABANCAY,24.0,1.33
2023-01,APURIMAC,ANDAHUAYLAS,14.75,2.6
2023-01,APURIMAC,AYMARAES,1.2,1.15
2023-01,APURIMAC,CHINCHEROS,4.25,2.5
2023-01,APURIMAC,GRAU,1.0,0.8
2023-01,AYACUCHO,HUAMANGA,7.0,2.8
2023-01,AYACUCHO,LA MAR,14.0,1.75
2023-01,CAJAMARCA,CAJABAMBA,5.35,1.52
2023-01,CAJAMARCA,CHOTA,14.0,0.9
2023-01,CAJAMARCA,JAEN,13.709999999999999,2.6
2023-01,CUSCO,LA CONVENCION,487.0,1.15
2023-01,HUANCAVELICA,CASTROVIRREYNA,0.55,2.49
2023-01,HUANCAVELICA,HUAYTARA,1.0,4.0
2023-01,HUANUCO,HUACAYBAMBA,10.0,3.2
2023-01,HUANUCO,HUAMALIES,6.0,2.2
2023-01,HUANUCO,HUANUCO,2.0,1.6
2023-01,HUANUCO,LEONCIO PRADO,30.3,1.91
2023-01,HUANUCO,MARAÑON,2.7,1.6
2023-01,HUANUCO,PUERTO INCA,3.0,3.4
2023-01,JUNIN,CHANCHAMAYO,149.2,0.87
2023-01,JUNIN,HUANCAYO,13.6,1.3
2023-01,JUNIN,SATIPO,254.15,0.89
2023-01,LA LIBERTAD,ASCOPE,2.34,1.3
2023-01,LA LIBERTAD,BOLIVAR,5.4399999999999995,1.32
2023-01,LA LIBERTAD,CHEPEN,4.3,1.0
2023-01,LA LIBERTAD,VIRU,0.98,1.19
2023-01,LAMBAYEQUE,FERREÑAFE,48.0,0.44
2023-01,LAMBAYEQUE,LAMBAYEQUE,3594.0,0.79
2023-01,LIMA,HUAURA,7.2,1.3
2023-01,LORETO,ALTO AMAZONAS,338.0,0.81
2023-01,LORETO,DATEM DEL MARAÑON,29.0,0.91
2023-01,LORETO,LORETO,67.0,0.97
2023-01,LORETO,MARISCAL RAMON CASTILLA,33.0,0.93
2023-01,LORETO,MAYNAS,550.0,0.84
2023-01,LORETO,PUTUMAYO,7.0,0.96
2023-01,LORETO,REQUENA,42.0,0.78
2023-01,LORETO,UCAYALI,107.0,0.98
2023-01,MADRE DE DIOS,MANU,10.6,3.38
2023-01,MADRE DE DIOS,TAHUAMANU,12.9,4.1
2023-01,MADRE DE DIOS,TAMBOPATA,30.3,4.38
2023-01,PIURA,AYABACA,47.0,2.33
2023-01,PIURA,HUANCABAMBA,10.0,0.81
2023-01,PIURA,MORROPON,1713.0,1.77
2023-01,PIURA,PAITA,11.0,2.0
2023-01,PIURA,PIURA,10622.0,1.45
2023-01,PIURA,SECHURA,7.0,1.54
2023-01,PIURA,SULLANA,6063.0,1.97
2023-01,SAN MARTIN,BELLAVISTA,14.5,1.83
2023-01,SAN MARTIN,EL DORADO,14.0,1.9
2023-01,SAN MARTIN,HUALLAGA,43.0,2.38
2023-01,SAN MARTIN,LAMAS,43.0,2.61
2023-01,SAN MARTIN,MARISCAL CACERES,44.0,1.88
2023-01,SAN MARTIN,PICOTA,105.0,2.71
2023-01,SAN MARTIN,RIOJA,24.0,1.0
2023-01,SAN MARTIN,SAN MARTIN,50.5,1.35
2023-01,SAN MARTIN,TOCACHE,13.0,0.6
2023-01,TUMBES,CONTRALMIRANTE VILLAR,163.55999999999997,1.25
2023-01,TUMBES,TUMBES,1405.3,1.46
2023-01,TUMBES,ZARUMILLA,4682.0199999999995,1.75
2023-01,UCAYALI,ATALAYA,165.04,1.92
2023-01,UCAYALI,CORONEL PORTILLO,650.42,1.81
2023-01,UCAYALI,PADRE ABAD,354.04999999999995,1.86
2023-01,UCAYALI,PURUS,16.48,2.15
2023-02,AMAZONAS,BAGUA,38.2,2.0
2023-02,AMAZONAS,CHACHAPOYAS,19.7,4.7
2023-02,AMAZONAS,LUYA,20.99,1.97
2023-02,AMAZONAS,UTCUBAMBA,502.55,1.14
2023-02,ANCASH,CARHUAZ,8.0,2.5
2023-02,ANCASH,CASMA,43.0,2.66
2023-02,ANCASH,HUARMEY,10.0,2.4
2023-02,ANCASH,HUAYLAS,24.0,2.75
2023-02,ANCASH,SANTA,16.0,2.05
2023-02,ANCASH,YUNGAY,6.0,1.52
2023-02,APURIMAC,ABANCAY,8.0,0.9
2023-02,APURIMAC,ANDAHUAYLAS,17.09,1.9
2023-02,APURIMAC,AYMARAES,4.6,1.15
2023-02,APURIMAC,CHINCHEROS,5.279999999999999,1.83
2023-02,AYACUCHO,HUAMANGA,12.0,2.8
2023-02,AYACUCHO,HUANTA,1.0,3.0
2023-02,AYACUCHO,LA MAR,14.0,1.84
2023-02,CAJAMARCA,CAJABAMBA,5.45,1.51
2023-02,CAJAMARCA,CHOTA,17.0,1.03
2023-02,CAJAMARCA,JAEN,26.91,2.11
2023-02,CAJAMARCA,SAN IGNACIO,2.5,0.6
2023-02,CAJAMARCA,SAN MARCOS,4.03,3.0
2023-02,CUSCO,LA CONVENCION,388.0,1.12
2023-02,HUANCAVELICA,CASTROVIRREYNA,0.4,2.3
2023-02,HUANCAVELICA,HUAYTARA,2.0,4.5
2023-02,HUANUCO,HUACAYBAMBA,11.2,3.2
2023-02,HUANUCO,HUAMALIES,9.2,2.3
2023-02,HUANUCO,HUANUCO,3.0,1.9
2023-02,HUANUCO,LEONCIO PRADO,60.4,2.12
2023-02,HUANUCO,MARAÑON,4.4,1.63
2023-02,HUANUCO,PUERTO INCA,3.0,3.0
2023-02,ICA,ICA,65.7,2.5
2023-02,JUNIN,CHANCHAMAYO,161.55,0.87
2023-02,JUNIN,HUANCAYO,11.9,1.2
2023-02,JUNIN,SATIPO,423.02,0.79
2023-02,LA LIBERTAD,ASCOPE,2.42,1.45
2023-02,LA LIBERTAD,BOLIVAR,5.43,1.25
2023-02,LA LIBERTAD,CHEPEN,4.37,1.0
2023-02,LA LIBERTAD,OTUZCO,1.44,1.19
2023-02,LA LIBERTAD,PATAZ,7.68,1.23
2023-02,LA LIBERTAD,SANCHEZ CARRION,0.36,1.19
2023-02,LA LIBERTAD,VIRU,88.25,1.45
2023-02,LAMBAYEQUE,FERREÑAFE,48.0,0.44
2023-02,LAMBAYEQUE,LAMBAYEQUE,3115.0,0.93
2023-02,LORETO,ALTO AMAZONAS,299.0,0.82
2023-02,LORETO,DATEM DEL MARAÑON,41.0,0.92
2023-02,LORETO,LORETO,62.0,0.98
2023-02,LORETO,MARISCAL RAMON CASTILLA,43.0,0.93
2023-02,LORETO,MAYNAS,539.0,0.84
2023-02,LORETO,PUTUMAYO,11.0,0.96
2023-02,LORETO,REQUENA,48.0,0.78
2023-02,LORETO,UCAYALI,118.0,0.98
2023-02,MADRE DE DIOS,MANU,14.1,2.75
2023-02,MADRE DE DIOS,TAHUAMANU,16.6,2.43
2023-02,MADRE DE DIOS,TAMBOPATA,32.7,2.5
2023-02,PIURA,AYABACA,48.0,2.2
2023-02,PIURA,HUANCABAMBA,9.0,0.81
2023-02,PIURA,MORROPON,1760.0,1.34
2023-02,PIURA,PAITA,11.0,2.0
2023-02,PIURA,PIURA,14862.0,1.52
2023-02,PIURA,SECHURA,9.0,1.56
2023-02,PIURA,SULLANA,6266.0,1.97
2023-02,SAN MARTIN,BELLAVISTA,17.0,1.83
2023-02,SAN MARTIN,EL DORADO,32.0,2.0
2023-02,SAN MARTIN,HUALLAGA,27.0,2.47
2023-02,SAN MARTIN,LAMAS,116.0,2.54
2023-02,SAN MARTIN,MARISCAL CACERES,69.0,1.44
2023-02,SAN MARTIN,MOYOBAMBA,69.0,2.53
2023-02,SAN MARTIN,PICOTA,132.0,2.6
2023-02,SAN MARTIN,RIOJA,49.41,1.0
2023-02,SAN MARTIN,SAN MARTIN,52.0,1.35
2023-02,SAN MARTIN,TOCACHE,17.0,0.6
2023-02,TUMBES,CONTRALMIRANTE VILLAR,147.06,1.75
2023-02,TUMBES,TUMBES,1306.6,2.5
2023-02,TUMBES,ZARUMILLA,4889.05,1.75
2023-02,UCAYALI,ATALAYA,210.61,1.74
2023-02,UCAYALI,CORONEL PORTILLO,785.22,1.68
2023-02,UCAYALI,PADRE ABAD,407.38,1.71
2023-02,UCAYALI,PURUS,18.2,2.2
2023-03,AMAZONAS,BAGUA,40.6,2.75
2023-03,AMAZONAS,CHACHAPOYAS,18.8,3.1
2023-03,AMAZONAS,LUYA,23.1,1.96
2023-03,AMAZONAS,UTCUBAMBA,619.4,1.22
2023-03,ANCASH,CARHUAZ,8.0,2.45
2023-03,ANCASH,CASMA,31.0,2.78
2023-03,ANCASH,HUARMEY,8.0,2.75
2023-03,ANCASH,HUAYLAS,20.0,3.2
2023-03,ANCASH,SANTA,11.0,2.1
2023-03,ANCASH,YUNGAY,6.0,1.6
2023-03,APURIMAC,ABANCAY,28.0,1.23
2023-03,APURIMAC,ANDAHUAYLAS,48.33,2.0
2023-03,APURIMAC,AYMARAES,1.6,1.08
2023-03,APURIMAC,CHINCHEROS,45.25,2.17
2023-03,APURIMAC,GRAU,2.0,1.6
2023-03,AREQUIPA,CARAVELI,6.42,2.5
2023-03,AREQUIPA,LA UNION,31.72,2.62
2023-03,AYACUCHO,HUAMANGA,10.0,2.77
2023-03,AYACUCHO,HUANTA,25.0,2.46
2023-03,AYACUCHO,LA MAR,22.0,2.09
2023-03,AYACUCHO,LUCANAS,2.0,2.0
2023-03,AYACUCHO,VILCAS HUAMAN,9.0,2.33
2023-03,CAJAMARCA,CAJABAMBA,5.57,1.52
2023-03,CAJAMARCA,CHOTA,42.0,1.06
2023-03,CAJAMARCA,JAEN,34.68,1.82
2023-03,CAJAMARCA,SAN IGNACIO,16.88,0.58
2023-03,CAJAMARCA,SANTA CRUZ,4.0,1.0
2023-03,CUSCO,LA CONVENCION,193.0,1.2
2023-03,HUANCAVELICA,ACOBAMBA,1.2,1.2
2023-03,HUANCAVELICA,ANGARAES,0.6,1.5
2023-03,HUANCAVELICA,CASTROVIRREYNA,0.7,2.5
2023-03,HUANCAVELICA,CHURCAMPA,2.0,1.2
2023-03,HUANCAVELICA,HUAYTARA,1.0,4.5
2023-03,HUANUCO,HUACAYBAMBA,18.2,3.23
2023-03,HUANUCO,HUAMALIES,13.0,1.9
2023-03,HUANUCO,HUANUCO,3.8,1.35
2023-03,HUANUCO,LEONCIO PRADO,80.39999999999999,1.81
2023-03,HUANUCO,MARAÑON,5.8,1.67
2023-03,HUANUCO,PUERTO INCA,2.0,3.5
2023-03,ICA,ICA,158.9,2.5
2023-03,JUNIN,CHANCHAMAYO,187.45000000000002,0.89
2023-03,JUNIN,HUANCAYO,13.6,1.5
2023-03,JUNIN,SATIPO,637.0,0.9
2023-03,LA LIBERTAD,ASCOPE,2.34,1.4
2023-03,LA LIBERTAD,BOLIVAR,5.26,1.32
2023-03,LA LIBERTAD,CHEPEN,4.24,1.1
2023-03,LA LIBERTAD,OTUZCO,1.23,1.29
2023-03,LA LIBERTAD,PATAZ,14.26,1.29
2023-03,LA LIBERTAD,SANCHEZ CARRION,2.54,1.3
2023-03,LA LIBERTAD,VIRU,87.96,1.37
2023-03,LAMBAYEQUE,LAMBAYEQUE,2991.0,0.97
2023-03,LORETO,ALTO AMAZONAS,316.0,0.83
2023-03,LORETO,DATEM DEL MARAÑON,46.0,0.93
2023-03,LORETO,LORETO,78.0,0.99
2023-03,LORETO,MARISCAL RAMON CASTILLA,41.0,0.93
2023-03,LORETO,MAYNAS,542.0,0.84
2023-03,LORETO,PUTUMAYO,10.0,0.94
2023-03,LORETO,REQUENA,44.0,0.86
2023-03,LORETO,UCAYALI,119.0,0.98
2023-03,MADRE DE DIOS,MANU,14.5,2.5
2023-03,MADRE DE DIOS,TAHUAMANU,13.3,2.73
2023-03,MADRE DE DIOS,TAMBOPATA,41.3,2.8
2023-03,MOQUEGUA,MARISCAL NIETO,6.4,3.5
2023-03,PIURA,AYABACA,39.0,0.91
2023-03,PIURA,HUANCABAMBA,10.0,0.81
2023-03,PIURA,MORROPON,928.0,1.53
2023-03,PIURA,PAITA,31.0,1.5
2023-03,PIURA,PIURA,8407.0,1.53
2023-03,PIURA,SECHURA,4.0,1.61
2023-03,PIURA,SULLANA,7985.0,1.43
2023-03,SAN MARTIN,BELLAVISTA,26.0,1.83
2023-03,SAN MARTIN,EL DORADO,45.0,2.0
2023-03,SAN MARTIN,HUALLAGA,81.0,2.27
2023-03,SAN MARTIN,LAMAS,112.0,2.36
2023-03,SAN MARTIN,MARISCAL CACERES,127.0,1.18
2023-03,SAN MARTIN,MOYOBAMBA,60.0,2.63
2023-03,SAN MARTIN,PICOTA,126.0,2.51
2023-03,SAN MARTIN,RIOJA,44.0,1.1
2023-03,SAN MARTIN,SAN MARTIN,168.0,2.0
2023-03,SAN MARTIN,TOCACHE,36.0,0.6
2023-03,TUMBES,CONTRALMIRANTE VILLAR,88.66,2.0
2023-03,TUMBES,TUMBES,1111.46,2.54
2023-03,TUMBES,ZARUMILLA,4638.2,2.2
2023-03,UCAYALI,ATALAYA,211.04999999999998,1.67
2023-03,UCAYALI,CORONEL PORTILLO,850.72,1.61
2023-03,UCAYALI,PADRE ABAD,451.69,1.65
2023-03,UCAYALI,PURUS,22.5,2.15
2023-04,AMAZONAS,BAGUA,39.0,3.22
2023-04,AMAZONAS,CHACHAPOYAS,19.7,3.25
2023-04,AMAZONAS,LUYA,25.7,1.97
2023-04,AMAZONAS,UTCUBAMBA,570.6,1.93
2023-04,ANCASH,CARHUAZ,8.0,2.5
2023-04,ANCASH,CASMA,28.0,2.92
2023-04,ANCASH,HUARMEY,7.0,2.7
2023-04,ANCASH,HUAYLAS,20.0,3.25
2023-04,ANCASH,SANTA,11.0,2.05
2023-04,ANCASH,YUNGAY,5.0,1.5
2023-04,APURIMAC,ABANCAY,2.0,0.8
2023-04,APURIMAC,ANDAHUAYLAS,9.56,2.1
2023-04,APURIMAC,AYMARAES,1.7,1.0
2023-04,APURIMAC,CHINCHEROS,15.15,2.33
2023-04,AYACUCHO,HUAMANGA,4.0,2.5
2023-04,AYACUCHO,HUANTA,33.0,3.26
2023-04,AYACUCHO,LA MAR,40.0,1.98
2023-04,AYACUCHO,LUCANAS,10.0,2.17
2023-04,AYACUCHO,PARINACOCHAS,2.0,1.34
2023-04,AYACUCHO,PAUCAR DEL SARA SARA,14.0,3.5
2023-04,AYACUCHO,VILCAS HUAMAN,16.0,1.88
2023-04,CAJAMARCA,CAJABAMBA,5.41,1.54
2023-04,CAJAMARCA,CHOTA,42.1,1.14
2023-04,CAJAMARCA,CUTERVO,6.0,1.2
2023-04,CAJAMARCA,JAEN,39.9,1.64
2023-04,CAJAMARCA,SAN IGNACIO,24.5,0.58
2023-04,CAJAMARCA,SAN MARCOS,3.48,2.5
2023-04,CAJAMARCA,SANTA CRUZ,3.0,1.2
2023-04,CUSCO,LA CONVENCION,75.0,1.2
2023-04,HUANCAVELICA,ACOBAMBA,6.2,1.5
2023-04,HUANCAVELICA,ANGARAES,5.1000000000000005,1.67
2023-04,HUANCAVELICA,CASTROVIRREYNA,0.7,2.7
2023-04,HUANCAVELICA,CHURCAMPA,8.3,1.6
2023-04,HUANCAVELICA,HUAYTARA,0.9,3.25
2023-04,HUANCAVELICA,TAYACAJA,26.0,1.4
2023-04,HUANUCO,HUACAYBAMBA,9.899999999999999,3.2
2023-04,HUANUCO,HUAMALIES,20.0,1.9
2023-04,HUANUCO,HUANUCO,3.9000000000000004,1.7
2023-04,HUANUCO,LEONCIO PRADO,104.3,1.81
2023-04,HUANUCO,MARAÑON,9.7,1.6
2023-04,HUANUCO,PUERTO INCA,2.0,3.5
2023-04,ICA,ICA,209.45000000000002,1.87
2023-04,JUNIN,CHANCHAMAYO,200.25,0.92
2023-04,JUNIN,HUANCAYO,13.94,1.2
2023-04,JUNIN,SATIPO,755.45,0.96
2023-04,LA LIBERTAD,ASCOPE,2.2,1.4
2023-04,LA LIBERTAD,BOLIVAR,4.65,1.25
2023-04,LA LIBERTAD,CHEPEN,4.25,1.1
2023-04,LA LIBERTAD,GRAN CHIMU,0.5,1.3
2023-04,LA LIBERTAD,OTUZCO,1.6,1.4
2023-04,LA LIBERTAD,PATAZ,9.1,1.36
2023-04,LA LIBERTAD,SANCHEZ CARRION,6.2,1.4
2023-04,LA LIBERTAD,VIRU,53.25,1.4
2023-04,LAMBAYEQUE,FERREÑAFE,15.0,1.42
2023-04,LAMBAYEQUE,LAMBAYEQUE,3397.0,0.83
2023-04,LORETO,ALTO AMAZONAS,309.0,0.84
2023-04,LORETO,DATEM DEL MARAÑON,35.0,0.93
2023-04,LORETO,LORETO,60.0,0.98
2023-04,LORETO,MARISCAL RAMON CASTILLA,41.0,0.93
2023-04,LORETO,MAYNAS,581.0,0.84
2023-04,LORETO,PUTUMAYO,12.0,0.93
2023-04,LORETO,REQUENA,46.0,0.85
2023-04,LORETO,UCAYALI,108.0,0.97
2023-04,MADRE DE DIOS,MANU,10.4,2.52
2023-04,MADRE DE DIOS,TAHUAMANU,17.2,2.9
2023-04,MADRE DE DIOS,TAMBOPATA,55.3,2.3
2023-04,MOQUEGUA,GENERAL SANCHEZ CERRO,7.0,3.0
2023-04,PASCO,OXAPAMPA,47.5,0.5
2023-04,PIURA,AYABACA,27.0,1.88
2023-04,PIURA,HUANCABAMBA,15.0,0.81
2023-04,PIURA,MORROPON,976.0,1.68
2023-04,PIURA,PIURA,6491.0,1.55
2023-04,PIURA,SECHURA,3.0,1.81
2023-04,PIURA,SULLANA,4303.0,0.6
2023-04,PUNO,SANDIA,2.0,2.5
2023-04,SAN MARTIN,BELLAVISTA,32.0,1.83
2023-04,SAN MARTIN,EL DORADO,34.0,2.0
2023-04,SAN MARTIN,HUALLAGA,53.0,2.17
2023-04,SAN MARTIN,LAMAS,113.0,1.86
2023-04,SAN MARTIN,MARISCAL CACERES,203.0,1.23
2023-04,SAN MARTIN,MOYOBAMBA,41.0,2.78
2023-04,SAN MARTIN,PICOTA,129.0,1.79
2023-04,SAN MARTIN,RIOJA,31.5,1.1
2023-04,SAN MARTIN,SAN MARTIN,164.0,2.0
2023-04,SAN MARTIN,TOCACHE,50.0,0.6
2023-04,TUMBES,CONTRALMIRANTE VILLAR,86.94,1.25
2023-04,TUMBES,TUMBES,1011.23,1.83
2023-04,TUMBES,ZARUMILLA,4877.42,1.04
2023-04,UCAYALI,ATALAYA,194.06,1.65
2023-04,UCAYALI,CORONEL PORTILLO,735.23,1.58
2023-04,UCAYALI,PADRE ABAD,425.4,1.6
2023-04,UCAYALI,PURUS,27.3,2.2
2023-05,AMAZONAS,BAGUA,33.9,2.67
2023-05,AMAZONAS,CHACHAPOYAS,20.0,3.4
2023-05,AMAZONAS,LUYA,26.5,2.02
2023-05,AMAZONAS,UTCUBAMBA,544.2,1.8
2023-05,ANCASH,CARHUAZ,7.0,2.4
2023-05,ANCASH,CASMA,26.0,3.07
2023-05,ANCASH,HUARMEY,7.0,2.75
2023-05,ANCASH,HUAYLAS,18.0,3.25
2023-05,ANCASH,SANTA,11.0,2.15
2023-05,ANCASH,YUNGAY,5.0,1.6
2023-05,APURIMAC,ABANCAY,29.0,1.9
2023-05,APURIMAC,AYMARAES,1.5,1.08
2023-05,APURIMAC,GRAU,3.0,1.7
2023-05,AYACUCHO,HUAMANGA,5.0,2.3
2023-05,AYACUCHO,HUANTA,15.0,3.58
2023-05,AYACUCHO,LA MAR,63.0,2.02
2023-05,AYACUCHO,LUCANAS,8.0,2.25
2023-05,AYACUCHO,PARINACOCHAS,4.0,1.34
2023-05,AYACUCHO,PAUCAR DEL SARA SARA,17.0,3.17
2023-05,AYACUCHO,VILCAS HUAMAN,19.0,1.92
2023-05,CAJAMARCA,CAJABAMBA,5.21,1.58
2023-05,CAJAMARCA,CHOTA,51.0,1.2
2023-05,CAJAMARCA,CUTERVO,5.0,1.3
2023-05,CAJAMARCA,JAEN,35.94,1.64
2023-05,CAJAMARCA,SAN IGNACIO,28.08,0.58
2023-05,CAJAMARCA,SAN MARCOS,4.03,5.0
2023-05,CAJAMARCA,SAN MIGUEL,6.0,1.6
2023-05,CAJAMARCA,SANTA CRUZ,9.0,1.15
2023-05,CUSCO,LA CONVENCION,73.0,1.2
2023-05,HUANCAVELICA,ACOBAMBA,8.8,1.42
2023-05,HUANCAVELICA,ANGARAES,5.85,1.53
2023-05,HUANCAVELICA,CASTROVIRREYNA,1.0,2.5
2023-05,HUANCAVELICA,CHURCAMPA,14.8,1.42
2023-05,HUANCAVELICA,HUAYTARA,1.7,3.0
2023-05,HUANCAVELICA,TAYACAJA,37.25,1.65
2023-05,HUANUCO,HUAMALIES,20.5,1.5
2023-05,HUANUCO,HUANUCO,6.0,1.7
2023-05,HUANUCO,LEONCIO PRADO,120.1,1.52
2023-05,HUANUCO,MARAÑON,13.4,1.5
2023-05,HUANUCO,PUERTO INCA,1.0,3.3
2023-05,ICA,ICA,70.1,1.55
2023-05,ICA,PISCO,35.0,1.5
2023-05,JUNIN,CHANCHAMAYO,209.75,0.86
2023-05,JUNIN,HUANCAYO,13.6,1.3
2023-05,JUNIN,SATIPO,704.5,0.89
2023-05,LA LIBERTAD,ASCOPE,2.27,1.41
2023-05,LA LIBERTAD,BOLIVAR,4.03,1.34
2023-05,LA LIBERTAD,CHEPEN,4.05,1.2
2023-05,LA LIBERTAD,GRAN CHIMU,2.32,1.4
2023-05,LA LIBERTAD,OTUZCO,0.62,1.39
2023-05,LA LIBERTAD,PATAZ,10.42,1.3
2023-05,LA LIBERTAD,SANCHEZ CARRION,5.38,1.3
2023-05,LA LIBERTAD,VIRU,62.7,1.25
2023-05,LAMBAYEQUE,FERREÑAFE,10.0,1.45
2023-05,LAMBAYEQUE,LAMBAYEQUE,4927.0,0.76
2023-05,LORETO,ALTO AMAZONAS,313.0,0.93
2023-05,LORETO,DATEM DEL MARAÑON,28.0,0.92
2023-05,LORETO,LORETO,61.0,0.93
2023-05,LORETO,MARISCAL RAMON CASTILLA,38.0,0.93
2023-05,LORETO,MAYNAS,527.0,0.96
2023-05,LORETO,PUTUMAYO,14.0,0.92
2023-05,LORETO,REQUENA,47.0,0.84
2023-05,LORETO,UCAYALI,87.0,0.96
2023-05,MADRE DE DIOS,MANU,10.35,2.58
2023-05,MADRE DE DIOS,TAHUAMANU,13.100000000000001,2.93
2023-05,MADRE DE DIOS,TAMBOPATA,36.1,2.68
2023-05,MOQUEGUA,GENERAL SANCHEZ CERRO,21.0,3.5
2023-05,MOQUEGUA,MARISCAL NIETO,40.0,3.0
2023-05,PASCO,OXAPAMPA,33.4,5.0
2023-05,PIURA,AYABACA,19.0,1.58
2023-05,PIURA,HUANCABAMBA,10.0,0.84
2023-05,PIURA,MORROPON,664.0,1.45
2023-05,PIURA,PAITA,36.0,1.0
2023-05,PIURA,PIURA,4192.0,1.77
2023-05,PIURA,SECHURA,4.0,1.7
2023-05,PIURA,SULLANA,3753.0,0.57
2023-05,PUNO,CARABAYA,2.0,0.7
2023-05,PUNO,SANDIA,13.4,1.27
2023-05,SAN MARTIN,BELLAVISTA,32.0,1.5
2023-05,SAN MARTIN,EL DORADO,18.0,2.0
2023-05,SAN MARTIN,HUALLAGA,35.0,2.27
2023-05,SAN MARTIN,LAMAS,81.0,1.49
2023-05,SAN MARTIN,MARISCAL CACERES,174.0,1.33
2023-05,SAN MARTIN,MOYOBAMBA,33.0,2.9
2023-05,SAN MARTIN,PICOTA,121.0,2.11
2023-05,SAN MARTIN,RIOJA,20.1,2.0
2023-05,SAN MARTIN,SAN MARTIN,116.0,2.0
2023-05,SAN MARTIN,TOCACHE,30.0,0.6
2023-05,TUMBES,CONTRALMIRANTE VILLAR,141.89999999999998,1.25
2023-05,TUMBES,TUMBES,889.5000000000001,1.5
2023-05,TUMBES,ZARUMILLA,4184.41,1.04
2023-05,UCAYALI,ATALAYA,148.41,1.79
2023-05,UCAYALI,CORONEL PORTILLO,548.53,1.67
2023-05,UCAYALI,PADRE ABAD,343.15,1.75
2023-05,UCAYALI,PURUS,18.6,2.5
2023-06,AMAZONAS,BAGUA,30.3,2.87
2023-06,AMAZONAS,CHACHAPOYAS,19.7,3.2
2023-06,AMAZONAS,LUYA,25.1,1.83
2023-06,AMAZONAS,UTCUBAMBA,544.9,1.25
2023-06,ANCASH,CARHUAZ,6.0,2.5
2023-06,ANCASH,CASMA,23.0,3.37
2023-06,ANCASH,HUARMEY,3.0,3.5
2023-06,ANCASH,HUAYLAS,15.0,3.5
2023-06,ANCASH,SANTA,9.0,2.75
2023-06,ANCASH,YUNGAY,5.0,1.6
2023-06,APURIMAC,ABANCAY,2.0,1.0
2023-06,APURIMAC,AYMARAES,1.3,0.9
2023-06,AREQUIPA,CARAVELI,12.3,3.2
2023-06,AYACUCHO,HUAMANGA,4.0,2.3
2023-06,AYACUCHO,HUANTA,3.0,2.5
2023-06,AYACUCHO,LA MAR,13.0,1.84
2023-06,AYACUCHO,LUCANAS,4.0,8.0
2023-06,AYACUCHO,PARINACOCHAS,5.0,1.36
2023-06,AYACUCHO,PAUCAR DEL SARA SARA,20.0,3.2
2023-06,AYACUCHO,VILCAS HUAMAN,20.0,2.0
2023-06,CAJAMARCA,CAJABAMBA,4.99,1.58
2023-06,CAJAMARCA,CHOTA,53.5,1.29
2023-06,CAJAMARCA,JAEN,27.73,1.62
2023-06,CAJAMARCA,SAN IGNACIO,25.700000000000003,0.61
2023-06,CAJAMARCA,SAN MARCOS,1.53,3.0
2023-06,CAJAMARCA,SAN MIGUEL,14.0,1.47
2023-06,CAJAMARCA,SANTA CRUZ,8.0,1.15
2023-06,CUSCO,LA CONVENCION,78.0,1.2
2023-06,HUANCAVELICA,ACOBAMBA,4.45,1.39
2023-06,HUANCAVELICA,ANGARAES,2.45,1.83
2023-06,HUANCAVELICA,CASTROVIRREYNA,0.8,2.0
2023-06,HUANCAVELICA,CHURCAMPA,13.399999999999999,1.48
2023-06,HUANCAVELICA,HUAYTARA,1.8,2.0
2023-06,HUANCAVELICA,TAYACAJA,27.9,1.47
2023-06,HUANUCO,HUAMALIES,23.0,1.8
2023-06,HUANUCO,HUANUCO,12.0,1.77
2023-06,HUANUCO,LEONCIO PRADO,161.4,1.81
2023-06,HUANUCO,MARAÑON,9.6,1.63
2023-06,HUANUCO,PUERTO INCA,1.0,3.2
2023-06,ICA,ICA,93.15,1.4
2023-06,ICA,NAZCA,94.72,2.0
2023-06,ICA,PISCO,122.0,1.8
2023-06,JUNIN,CHANCHAMAYO,216.3,0.83
2023-06,JUNIN,HUANCAYO,12.75,1.2
